INSTRUMENTID_FE	REF_DATE	MARKET	RIC0	SYMBOL	SEDOL	MKT_SETTL_CONV	EXCHANGE_MARKET_CODE	FINAL_SETTLEMENT_DAYS	FIID	SSL_FEID	SSL_SNAPSHOT_DATE	MARKET_NAME	F_IS_PRIMARY
ENI2L18 | 16 DEC 22 | C | A | 18.0000000000	20200831	XXXX	zp:I4I5	ENI		1		2	O_984aab86-494d-11e9-9970-3027219c6795_ENI2L18 | 16 DEC 22 | C | A | 18.0000000000_TBRX	TBRX	30200831	Internal	N
I06101	20200831	SEDX	857703	I06101		2		2	L_S_d389b868-5211-11ea-8640-38c7f938b954_I06101_TBRX	TBRX	30200831	BIT SEDEX	Y
MAP/AC 0,10	20200831	ETLX	517405	MAP		2		2	L_S_5b242a6e-1f2e-11e9-a2d0-b3645e528b7a_MAP/AC 0,10_TBRX	TBRX	30200831	EuroTLX Equities	N
BAS 202312 P 48 | 15 DEC 23 | P | A | 48.0000000000	20200831	XEUR	3687706	BAS		2		2	O_f7d0e184-1f30-11e9-a2d0-b3645e528b7a_BAS 202312 P 48 | 15 DEC 23 | P | A | 48.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
GETINGE AB	20200831	XLON	30450	GETIb		2		2	L_S_5a6c7126-1f2e-11e9-a2d0-b3645e528b7a_GETINGE AB_TBRX	TBRX	30200831	LSE Millennium	N
EP3 SD3E JAN23 BDT	20200831	XXXX				2		2	L_S_3429cb3a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN23 BDT_TBRX	TBRX	30200831	Bloomberg	N
IRC	20200831	XLON	26674	IRC	B28JMM8	2		2	L_S_efa321ee-1f2a-11e9-a2d0-b3645e528b7a_IRC_TBRX	TBRX	30200831	LSE Millennium	N
BASF	20200831	MTAH	23422	BASF		2		2	L_S_efa3354e-1f2a-11e9-a2d0-b3645e528b7a_BASF_TBRX	TBRX	30200831	BIT MTA	N
BASF	20200831	XETR	BASFn.DE	BASF		2		2	L_S_efa3354e-1f2a-11e9-a2d0-b3645e528b7a_BASF_TBRX	TBRX	30200831	Reuters Elektron	N
NOA3 202012 C 4.5 | 18 DEC 20 | C | A | 4.5000000000	20200831	XEUR	4539601	NOA3		2		2	O_704549ea-ff94-11e9-bf90-2c33283b2cf8_NOA3 202012 C 4.5 | 18 DEC 20 | C | A | 4.5000000000_TBRX	TBRX	30200831	Eurex NTA	Y
NOVANTA ORD	20200831	XLON	146818	0VAG	BG05NN0	2		2	L_S_5aebd2c2-1f2e-11e9-a2d0-b3645e528b7a_NOVANTA ORD_TBRX	TBRX	30200831	LSE Millennium	N
CDK GLOBAL ORD	20200831	XNAS	CDK.O	0HQR	BG05RL6	2		2	L_S_5a71df58-1f2e-11e9-a2d0-b3645e528b7a_CDK GLOBAL ORD_TBRX	TBRX	30200831	Reuters Elektron	Y
MIBO0L20000 | 18 DEC 20 | C | E | 20000.0000000000	20200831	XDMI	z2:I4W6	MIBO		1		1	O_4d0b863c-1f30-11e9-a2d0-b3645e528b7a_MIBO0L20000 | 18 DEC 20 | C | E | 20000.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
EDP	20200831	XLIS	EUR:LS:4:PTEDP0AM0009	EDP		2		2	L_S_5a63c30a-1f2e-11e9-a2d0-b3645e528b7a_EDP_TBRX	TBRX	30200831	Virtu	N
Installed Building Products	20200831	XNYS	USD:N:4:US45780R1014	IBP		2		2	L_S_35c454a8-788c-11e9-ac00-2fd762a393ef_Installed Building Products_TBRX	TBRX	30200831	Virtu	N
G3R13 | 16 JUN 23 | P | A | 13.0000000000	20200831	XDMI	zA:IDO5	G		1		2	O_98d45afc-494d-11e9-9970-3027219c6795_G3R13 | 16 JUN 23 | P | A | 13.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
FTMIB L 17000 DEC20 OTC - STRD DESK2 | 18 DEC 20 | C | E | 17000.0000000000	20200831	XXXX	20884792			2		1	O_c01074de-7710-11e9-9400-98972329be46_FTMIB L 17000 DEC20 OTC - STRD DESK2 | 18 DEC 20 | C | E | 17000.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
REGENERON PHAR	20200831	XLON	146273	REGN		2		2	L_S_5a7d1954-1f2e-11e9-a2d0-b3645e528b7a_REGENERON PHAR_TBRX	TBRX	30200831	LSE Millennium	N
FISERV INC	20200831	XNAS	FISV.O	FISV		2		2	L_S_5ac11fc8-1f2e-11e9-a2d0-b3645e528b7a_FISERV INC_TBRX	TBRX	30200831	Reuters Elektron	Y
ENEL1L7.20 | 17 DEC 21 | C | A | 7.2000000000	20200831	XDMI	zc:I6M5	ENEL		1		2	O_4ce51d12-1f30-11e9-a2d0-b3645e528b7a_ENEL1L7.20 | 17 DEC 21 | C | A | 7.2000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
BABA Sep0 285.0C | 18 SEP 20 | C | A | 285.0000000000	20200831	OPRA	BABAI182028500.U	BABA		2		2	O_c2d0b46e-d181-11ea-a100-402102c1e5a3_BABA Sep0 285.0C | 18 SEP 20 | C | A | 285.0000000000_TBRX	TBRX	30200831	Reuters Elektron	Y
SPLUNK INC	20200831	XLON	146362	SPLK		2		2	L_S_5a393d74-1f2e-11e9-a2d0-b3645e528b7a_SPLUNK INC_TBRX	TBRX	30200831	LSE Millennium	N
UCG0X10 | 18 DEC 20 | P | A | 10.0000000000	20200831	XDMI	xs:IJKA	UCG		1		2	O_4c7b2628-1f30-11e9-a2d0-b3645e528b7a_UCG0X10 | 18 DEC 20 | P | A | 10.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
MB	20200831	XZIM		MB	B10QPY3	2		2	L_S_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_MB_TBRX	TBRX	30200831	Proxy Structured	N
AMETEK	20200831	XLON	146320	AME		2		2	L_S_5b1031da-1f2e-11e9-a2d0-b3645e528b7a_AMETEK_TBRX	TBRX	30200831	LSE Millennium	N
MANPOWER GROUP	20200831	XNYS	USD:N:4:US56418H1005	MAN		2		2	L_S_250bd53a-514c-11e9-b8d0-ec23cf8de3db_MANPOWER GROUP_TBRX	TBRX	30200831	Virtu	N
OPT_SX5E DEC21 CATM - 3683 | 21 FEB 22 | C | E | 2929.1600000000	20200831	XXXX	30678686	3683		2		5	O_bb6de6f4-9e9d-11ea-a0a0-6b77645bee53_OPT_SX5E DEC21 CATM - 3683 | 21 FEB 22 | C | E | 2929.1600000000_TBRX	TBRX	30200831	Internal	Y
ABN AMRO Group	20200831	XAMS	1169446	ABN	BYV76D2	2		2	L_S_6e4b7d84-1f2b-11e9-a2d0-b3645e528b7a_ABN AMRO Group_TBRX	TBRX	30200831	Euronext Optiq	Y
BAY 202012 C 92 | 18 DEC 20 | C | A | 92.0000000000	20200831	XEUR	3239941	BAY		2		2	O_f5dcda68-1f30-11e9-a2d0-b3645e528b7a_BAY 202012 C 92 | 18 DEC 20 | C | A | 92.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
GETINGE AB	20200831	XSTO	SEK:ST:4:SE0000202624	GETIb		2		2	L_S_5a6c7126-1f2e-11e9-a2d0-b3645e528b7a_GETINGE AB_TBRX	TBRX	30200831	Virtu	N
WSDM TRE INVST	20200831	XLON	146885	WETF		2		2	L_S_5a4a7300-1f2e-11e9-a2d0-b3645e528b7a_WSDM TRE INVST_TBRX	TBRX	30200831	LSE Millennium	N
EP3 SD3E JAN23 BDT	20200831	XXXX	30171			2		2	L_S_3429cb3a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN23 BDT_TBRX	TBRX	30200831	Internal	N
ENEL1X6.80 | 17 DEC 21 | P | A | 6.8000000000	20200831	XXXX	zc:I5M5	ENEL		1		2	O_4dce603a-1f30-11e9-a2d0-b3645e528b7a_ENEL1X6.80 | 17 DEC 21 | P | A | 6.8000000000_TBRX	TBRX	30200831	Internal	N
IRC	20200831	MTAA	329	IRC	B28JMM8	2		2	L_S_efa321ee-1f2a-11e9-a2d0-b3645e528b7a_IRC_TBRX	TBRX	30200831	BIT MTA	Y
ROSS STORES	20200831	XLON	146282	ROST		2		2	L_S_5adc6576-1f2e-11e9-a2d0-b3645e528b7a_ROSS STORES_TBRX	TBRX	30200831	LSE Millennium	N
IBM Jan1 135.0 C | 15 JAN 21 | C | A | 135.0000000000	20200831	OPRA	IBMA152113500.U	IBM		2		2	O_7dc76a68-5151-11e9-b8d0-ec23cf8de3db_IBM Jan1 135.0 C | 15 JAN 21 | C | A | 135.0000000000_TBRX	TBRX	30200831	Reuters Elektron	Y
SX5E APR22 CATM | 07 APR 22 | C | E | 3438.7800000000	20200831	XXXX	24754007			2		2	O_82cb569a-62b4-11e9-b160-4ad6f9df0bf5_SX5E APR22 CATM | 07 APR 22 | C | E | 3438.7800000000_TBRX	TBRX	30200831	Internal	Y
BASF	20200831	XETR	2504663	BASF		2		2	L_S_efa3354e-1f2a-11e9-a2d0-b3645e528b7a_BASF_TBRX	TBRX	30200831	Xetra T7	Y
BASF	20200831	PROS		BASF		2		2	L_S_efa3354e-1f2a-11e9-a2d0-b3645e528b7a_BASF_TBRX	TBRX	30200831	Proxy IMI	N
OEXD 202412 C 110 | 20 DEC 24 | C | E | 110.0000000000	20200831	XEUR	1063930	OEXD		2		2	O_f9130aa4-1f30-11e9-a2d0-b3645e528b7a_OEXD 202412 C 110 | 20 DEC 24 | C | E | 110.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
Sogou	20200831	XNYS	USD:N:4:US83409V1044	SOGO		2		2	L_S_e9786072-3608-11ea-221c-d74f383f2d96_Sogou_TBRX	TBRX	30200831	Virtu	N
CDK GLOBAL ORD	20200831	XNAS	USD:O:4:US12508E1010	0HQR	BG05RL6	2		2	L_S_5a71df58-1f2e-11e9-a2d0-b3645e528b7a_CDK GLOBAL ORD_TBRX	TBRX	30200831	Virtu	N
SX5E MAR23 CALL50 OTC 2 - EPSILON MAR26 | 13 MAR 23 | C | E | 1732.0000000000	20200831	XXXX	27312241			5		5	O_c0d8c966-7710-11e9-9400-98972329be46_SX5E MAR23 CALL50 OTC 2 - EPSILON MAR26 | 13 MAR 23 | C | E | 1732.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
Installed Building Products	20200831	XNYS	IBP.N	IBP		2		2	L_S_35c454a8-788c-11e9-ac00-2fd762a393ef_Installed Building Products_TBRX	TBRX	30200831	Reuters Elektron	Y
TRN	20200831	MTAA	290022	TRN	B28MY09	2		2	L_S_efa1a24c-1f2a-11e9-a2d0-b3645e528b7a_TRN_TBRX	TBRX	30200831	BIT MTA	Y
EPC SX6P JUL25 C100 BOND | 29 JUL 25 | C | E | 325.1200000000	20200831	XXXX	28110391			2		2	O_5971660c-b1c1-11e9-85a0-6c935ab61161_EPC SX6P JUL25 C100 BOND | 29 JUL 25 | C | E | 325.1200000000_TBRX	TBRX	30200831	Internal	Y
MACK-CALI REALTY CORP	20200831	XNYS	USD:N:4:US5544891048	CLI		2		2	L_S_731b8566-8551-11ea-b7e8-9b0947f592a0_MACK-CALI REALTY CORP_TBRX	TBRX	30200831	Virtu	N
NEXTERA ENERGY	20200831	XNYS	NEE.N	NEE		2		2	L_S_5a810de8-1f2e-11e9-a2d0-b3645e528b7a_NEXTERA ENERGY_TBRX	TBRX	30200831	Reuters Elektron	Y
PARTNERS GROUPAG	20200831	XSWX	PGHN.S	PGHN		2		2	L_S_5a790594-1f2e-11e9-a2d0-b3645e528b7a_PARTNERS GROUPAG_TBRX	TBRX	30200831	Reuters Elektron	Y
SIE 202009 C 115 | 18 SEP 20 | C | A | 115.0000000000	20200831	XEUR	4594441	SIE		2		2	O_3d3fbcb8-11a7-11ea-a910-27c69e50237a_SIE 202009 C 115 | 18 SEP 20 | C | A | 115.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
WASTE MANAGEMENT INC	20200831	XNYS	USD:N:4:US94106L1098	WM		2		2	L_S_5ade1e34-1f2e-11e9-a2d0-b3645e528b7a_WASTE MANAGEMENT INC_TBRX	TBRX	30200831	Virtu	N
NORTHROP GRUMMAN CORP	20200831	XNYS	USD:N:4:US6668071029	NOC		2		2	L_S_5a680da2-1f2e-11e9-a2d0-b3645e528b7a_NORTHROP GRUMMAN CORP_TBRX	TBRX	30200831	Virtu	N
MB	20200831	XLON	31160	MB	B10QPY3	2		2	L_S_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_MB_TBRX	TBRX	30200831	LSE Millennium	N
BAY 202009 P 64 | 18 SEP 20 | P | A | 64.0000000000	20200831	XEUR	4406924	BAY		2		2	O_b4953c08-ddc1-11e9-9eb0-e7766f5ef7bc_BAY 202009 P 64 | 18 SEP 20 | P | A | 64.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
I05929	20200831	SEDX	853574	I05929		2		2	L_S_4073a8d4-1659-11ea-b3f0-689a4e2fd020_I05929_TBRX	TBRX	30200831	BIT SEDEX	Y
COP	20200831	XLON	104994	COP		2		2	L_S_e33b8134-1f2b-11e9-a2d0-b3645e528b7a_COP_TBRX	TBRX	30200831	LSE Millennium	N
IBE FEB22 CALL 3.691 OTC - EPSILON | 11 FEB 22 | C | E | 3.6910000000	20200831	XXXX	26854832			2		5	O_c10e5dd8-7710-11e9-9400-98972329be46_IBE FEB22 CALL 3.691 OTC - EPSILON | 11 FEB 22 | C | E | 3.6910000000_TBRX	TBRX	30200831	OTC Derivatives	Y
TIT1O0.32 | 19 MAR 21 | P | A | .3200000000	20200831	XDMI	xJ:IXX6	TIT		1		2	O_ef5b9f16-6cd3-11ea-a480-53318575c5c6_TIT1O0.32 | 19 MAR 21 | P | A | .3200000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
SX5E MAR24 CALL50 OTC - EPSILON MAR26 | 13 MAR 24 | C | E | 1717.0000000000	20200831	XXXX	27168674			14		5	O_bf068bfa-7710-11e9-9400-98972329be46_SX5E MAR24 CALL50 OTC - EPSILON MAR26 | 13 MAR 24 | C | E | 1717.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
PIR DIVIDENDS	20200831	MTAA	PIRCDIV.MI			2		2	L_S_243cfcfc-8575-11ea-9b1c-1c06b747deb3_PIR DIVIDENDS_TBRX	TBRX	30200831	Reuters	Y
MB	20200831	MTAA	293	MB	B10QPY3	2		2	L_S_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_MB_TBRX	TBRX	30200831	BIT MTA	Y
OTC L52 DEC20 - PELLINI | 18 DEC 20 | C | A | 52.0000000000	20200831	XXXX	26399410			2		1	O_c193ac22-7710-11e9-9400-98972329be46_OTC L52 DEC20 - PELLINI | 18 DEC 20 | C | A | 52.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
VENTAS INC	20200831	XNYS	VTR.N	VTR		2		2	L_S_5aee3404-1f2e-11e9-a2d0-b3645e528b7a_VENTAS INC_TBRX	TBRX	30200831	Reuters Elektron	Y
LDO0U5 | 18 SEP 20 | P | A | 5.0000000000	20200831	XDMI	Z1:I703	LDO		1		2	O_45748a54-64f8-11ea-8ed0-36b1606dc9af_LDO0U5 | 18 SEP 20 | P | A | 5.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
ABN AMRO Group	20200831	XLON	139283	ABN	BYV76D2	2		2	L_S_6e4b7d84-1f2b-11e9-a2d0-b3645e528b7a_ABN AMRO Group_TBRX	TBRX	30200831	LSE Millennium	N
I06410	20200831	SEDX	864564	I06410		2		2	L_S_b39946b8-90e6-11ea-b430-b3e2b66d25c3_I06410_TBRX	TBRX	30200831	BIT SEDEX	Y
I06374	20200831	SEDX	864400	I06374		2		2	L_S_b3af404e-90e6-11ea-b430-b3e2b66d25c3_I06374_TBRX	TBRX	30200831	BIT SEDEX	Y
I06137	20200831	SEDX	857716	I06137		2		2	L_S_d3eb820a-5211-11ea-8640-38c7f938b954_I06137_TBRX	TBRX	30200831	BIT SEDEX	Y
WSDM TRE INVST	20200831	XNAS	WETF.O	WETF		2		2	L_S_5a4a7300-1f2e-11e9-a2d0-b3645e528b7a_WSDM TRE INVST_TBRX	TBRX	30200831	Reuters Elektron	Y
First Busey Corp	20200831	XNAS	BUSE.O	BUSE		2		2	L_S_575b73a0-a2fb-11e9-a750-26b21923e0d9_First Busey Corp_TBRX	TBRX	30200831	Reuters Elektron	Y
RDSA MAR26 CALL 14.45 OTC - EPSILON | 13 MAR 26 | C | E | 14.4500000000	20200831	XXXX	27161585			12		5	O_bc67e056-7710-11e9-9400-98972329be46_RDSA MAR26 CALL 14.45 OTC - EPSILON | 13 MAR 26 | C | E | 14.4500000000_TBRX	TBRX	30200831	OTC Derivatives	Y
FIREEYE INC	20200831	XNAS	FEYE.O	FEYE		2		2	L_S_5ae86ea2-1f2e-11e9-a2d0-b3645e528b7a_FIREEYE INC_TBRX	TBRX	30200831	Reuters Elektron	Y
ROSS STORES	20200831	XNAS	ROST.O	ROST		2		2	L_S_5adc6576-1f2e-11e9-a2d0-b3645e528b7a_ROSS STORES_TBRX	TBRX	30200831	Reuters Elektron	Y
ROY 202112 C 22 | 17 DEC 21 | C | A | 22.0000000000	20200831	XEUR	2185795	ROY		2		2	O_f9e32554-1f30-11e9-a2d0-b3645e528b7a_ROY 202112 C 22 | 17 DEC 21 | C | A | 22.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
AUSTRIA MICROSYS	20200831	XETR	4706827	AMS		2		2	L_S_34380272-1f2e-11e9-a2d0-b3645e528b7a_AUSTRIA MICROSYS_TBRX	TBRX	30200831	Xetra T7	Y
ROYAL CARIBBEAN	20200831	XLON	146228	0I1W	B290YB3	2		2	L_S_5af18c58-1f2e-11e9-a2d0-b3645e528b7a_ROYAL CARIBBEAN_TBRX	TBRX	30200831	LSE Millennium	N
ENI1R6.40 | 18 JUN 21 | P | A | 6.4000000000	20200831	XDMI	zp:IZA5	ENI		1		2	O_a91c8cb4-39b6-11e9-aa00-490041a9bcec_ENI1R6.40 | 18 JUN 21 | P | A | 6.4000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
BASF	20200831	XLON	106665	BASF		2		2	L_S_efa3354e-1f2a-11e9-a2d0-b3645e528b7a_BASF_TBRX	TBRX	30200831	LSE Millennium	N
AKU1	20200831	XAMS	1626870	AKU1	BJB54Z9	2		2	L_S_6e52bffe-1f2b-11e9-a2d0-b3645e528b7a_AKU1_TBRX	TBRX	30200831	Euronext Optiq	Y
NOVANTA ORD	20200831	XNAS	NOVT.O	0VAG	BG05NN0	2		2	L_S_5aebd2c2-1f2e-11e9-a2d0-b3645e528b7a_NOVANTA ORD_TBRX	TBRX	30200831	Reuters Elektron	Y
CDK GLOBAL ORD	20200831	XLON	146937	0HQR	BG05RL6	2		2	L_S_5a71df58-1f2e-11e9-a2d0-b3645e528b7a_CDK GLOBAL ORD_TBRX	TBRX	30200831	LSE Millennium	N
MCDONALD'S CORP EUR	20200831	PROS		MD-U		2		2	L_S_e35a6f36-1f2b-11e9-a2d0-b3645e528b7a_MCDONALD'S CORP EUR_TBRX	TBRX	30200831	Proxy IMI	N
OESB 202012 C 65 | 18 DEC 20 | C | E | 65.0000000000	20200831	XEUR	4634181	OESB		2		2	O_4dd149d0-254c-11ea-af50-2dba816f6810_OESB 202012 C 65 | 18 DEC 20 | C | E | 65.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
TRN	20200831	MTAH	33	TRN	B28MY09	2		2	L_S_efa1a24c-1f2a-11e9-a2d0-b3645e528b7a_TRN_TBRX	TBRX	30200831	Borsa Italiana TAH	N
MIBO0L25000 | 18 DEC 20 | C | E | 25000.0000000000	20200831	XDMI	z2:IOV6	MIBO		1		1	O_4c1dce6a-1f30-11e9-a2d0-b3645e528b7a_MIBO0L25000 | 18 DEC 20 | C | E | 25000.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
GAP INC COM	20200831	XNYS	USD:N:4:US3647601083	GAP		2		2	L_S_5ad76e72-1f2e-11e9-a2d0-b3645e528b7a_GAP INC COM_TBRX	TBRX	30200831	Virtu	N
SX6E JUL26 C0 BOND | 29 JUL 26 | C | E | .0001000000	20200831	XXXX	28125280			2		2	O_a384a4dc-b353-11e9-b550-9403f430e0d1_SX6E JUL26 C0 BOND | 29 JUL 26 | C | E | .0001000000_TBRX	TBRX	30200831	Internal	Y
AGL0I5.40 | 18 SEP 20 | C | A | 5.4000000000	20200831	XDMI	zb:I4J5	AGL		1		2	O_758c83c0-5c53-11ea-a7c0-339eae0b4931_AGL0I5.40 | 18 SEP 20 | C | A | 5.4000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
MAP/AC 0,10	20200831	XMAD	EUR:MC:4:ES0124244E34	MAP		2		2	L_S_5b242a6e-1f2e-11e9-a2d0-b3645e528b7a_MAP/AC 0,10_TBRX	TBRX	30200831	Virtu	N
OESX 202212 P 3300 | 16 DEC 22 | P | E | 3300.0000000000	20200831	XEUR	534960	OESX		2		2	O_f448e87c-1f30-11e9-a2d0-b3645e528b7a_OESX 202212 P 3300 | 16 DEC 22 | P | E | 3300.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
ORACLE CORP USD	20200831	XNYS	ORCL.N	ORCL		2		2	L_S_5a96421c-1f2e-11e9-a2d0-b3645e528b7a_ORACLE CORP USD_TBRX	TBRX	30200831	Reuters Elektron	Y
BON OCT20 P100 BOND UBS | 15 OCT 20 | P | E | 3448.2600000000	20200831	XXXX	22261862			1		1	O_82596468-62b4-11e9-b160-4ad6f9df0bf5_BON OCT20 P100 BOND UBS | 15 OCT 20 | P | E | 3448.2600000000_TBRX	TBRX	30200831	Internal	Y
First Busey Corp	20200831	XNAS	USD:O:4:US3193832041	BUSE		2		2	L_S_575b73a0-a2fb-11e9-a750-26b21923e0d9_First Busey Corp_TBRX	TBRX	30200831	Virtu	N
I06261	20200831	SEDX	857750	I06261		2		2	L_S_d39867fa-5211-11ea-8640-38c7f938b954_I06261_TBRX	TBRX	30200831	BIT SEDEX	Y
NATURGY MAR25 CALL 12.31 OTC - EPSILON | 13 MAR 25 | C | E | 12.3100000000	20200831	XXXX	27161303			5		5	O_bc51f8e0-7710-11e9-9400-98972329be46_NATURGY MAR25 CALL 12.31 OTC - EPSILON | 13 MAR 25 | C | E | 12.3100000000_TBRX	TBRX	30200831	OTC Derivatives	Y
AUSTRIA MICROSYS	20200831	XVIE	AMS.VI	AMS		2		2	L_S_34380272-1f2e-11e9-a2d0-b3645e528b7a_AUSTRIA MICROSYS_TBRX	TBRX	30200831	Reuters Elektron	N
BASF	20200831	ETLX	501046	BASF		2		2	L_S_efa3354e-1f2a-11e9-a2d0-b3645e528b7a_BASF_TBRX	TBRX	30200831	EuroTLX Equities	N
OESX 202112 P 3500 | 17 DEC 21 | P | E | 3500.0000000000	20200831	XEUR	620936	OESX		2		2	O_f449097e-1f30-11e9-a2d0-b3645e528b7a_OESX 202112 P 3500 | 17 DEC 21 | P | E | 3500.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
NOVANTA ORD	20200831	XNAS	USD:O:4:CA67000B1040	0VAG	BG05NN0	2		2	L_S_5aebd2c2-1f2e-11e9-a2d0-b3645e528b7a_NOVANTA ORD_TBRX	TBRX	30200831	Virtu	N
BIOGEN USD	20200831	XNAS	USD:O:4:US09062X1037	BIIB		2		2	L_S_5b09d9c0-1f2e-11e9-a2d0-b3645e528b7a_BIOGEN USD_TBRX	TBRX	30200831	Virtu	N
MCDONALD'S CORP EUR	20200831	XXXX	20821	MD-U		2		2	L_S_e35a6f36-1f2b-11e9-a2d0-b3645e528b7a_MCDONALD'S CORP EUR_TBRX	TBRX	30200831	Internal	N
OPT_SX6E MAR23 CATM - 4061 | 29 MAR 23 | C | E | 260.2100000000	20200831	XXXX	30678745	4061		2		2	O_bbc24258-9e9d-11ea-a0a0-6b77645bee53_OPT_SX6E MAR23 CATM - 4061 | 29 MAR 23 | C | E | 260.2100000000_TBRX	TBRX	30200831	Internal	Y
EDP	20200831	ETLX	518114	EDP		2		2	L_S_5a63c30a-1f2e-11e9-a2d0-b3645e528b7a_EDP_TBRX	TBRX	30200831	EuroTLX Equities	N
G3R13 | 16 JUN 23 | P | A | 13.0000000000	20200831	XXXX	zA:IDO5	G		1		2	O_98d45afc-494d-11e9-9970-3027219c6795_G3R13 | 16 JUN 23 | P | A | 13.0000000000_TBRX	TBRX	30200831	Internal	N
REGENERON PHAR	20200831	XNAS	REGN.O	REGN		2		2	L_S_5a7d1954-1f2e-11e9-a2d0-b3645e528b7a_REGENERON PHAR_TBRX	TBRX	30200831	Reuters Elektron	Y
FISERV INC	20200831	XLON	146084	FISV		2		2	L_S_5ac11fc8-1f2e-11e9-a2d0-b3645e528b7a_FISERV INC_TBRX	TBRX	30200831	LSE Millennium	N
GAP INC COM	20200831	XLON	146094	GAP		2		2	L_S_5ad76e72-1f2e-11e9-a2d0-b3645e528b7a_GAP INC COM_TBRX	TBRX	30200831	LSE Millennium	N
Magnolia Oil & Gas	20200831	XNYS	USD:N:4:US5596631094	MGY		2		2	L_S_a89299c8-62f9-11ea-1b75-a65fc2c3ea9a_Magnolia Oil & Gas_TBRX	TBRX	30200831	Virtu	N
NortonLifeLock Inc EUR	20200831	ETLX	520875	SYMC-U		2		2	L_S_341a6a1e-1f2e-11e9-a2d0-b3645e528b7a_NortonLifeLock Inc EUR_TBRX	TBRX	30200831	EuroTLX Equities	N
MSCI	20200831	XNYS	USD:N:4:US55354G1004	MSCI		2		2	L_S_250bbe74-514c-11e9-b8d0-ec23cf8de3db_MSCI_TBRX	TBRX	30200831	Virtu	N
TITR	20200831	XETR	2505808	TITR	B28MT15	2		2	L_S_ef9e90de-1f2a-11e9-a2d0-b3645e528b7a_TITR_TBRX	TBRX	30200831	Xetra T7	N
BNP	20200831	XXXX	20768	BNP		2		2	L_S_efa08740-1f2a-11e9-a2d0-b3645e528b7a_BNP_TBRX	TBRX	30200831	Internal	N
Fortive	20200831	XNYS	USD:N:4:US34959J1088	FTV		2		2	L_S_5a465842-1f2e-11e9-a2d0-b3645e528b7a_Fortive_TBRX	TBRX	30200831	Virtu	N
MIBO0I20500 | 18 SEP 20 | C | E | 20500.0000000000	20200831	XDMI	z2:IC4C	MIBO		1		1	O_88193f82-ddc9-11e9-9eb0-e7766f5ef7bc_MIBO0I20500 | 18 SEP 20 | C | E | 20500.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
EQ RESIDENT	20200831	XLON	146069	EQR		2		2	L_S_5a595258-1f2e-11e9-a2d0-b3645e528b7a_EQ RESIDENT_TBRX	TBRX	30200831	LSE Millennium	N
CERT SD3E NOV25 BDT PUT100 BOND | 26 NOV 25 | P | E | 1905.5000000000	20200831	XXXX	26253438			2		2	O_8112eaca-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT PUT100 BOND | 26 NOV 25 | P | E | 1905.5000000000_TBRX	TBRX	30200831	Internal	Y
FTMIB NOV24 C125 | 06 NOV 24 | C | E | 26523.9300000000	20200831	XXXX	27526023			2		2	O_b2400478-7710-11e9-9400-98972329be46_FTMIB NOV24 C125 | 06 NOV 24 | C | E | 26523.9300000000_TBRX	TBRX	30200831	Internal	Y
WGCL	20200831	MTAA	830255	WGCL		2		2	L_S_ef9dcb18-1f2a-11e9-a2d0-b3645e528b7a_WGCL_TBRX	TBRX	30200831	BIT MTA	Y
ORS	20200831	MTAA	783668	ORS	BDDY1W8	2		2	L_S_ef9fd25a-1f2a-11e9-a2d0-b3645e528b7a_ORS_TBRX	TBRX	30200831	BIT MTA	Y
CARLYLE GROUP UN	20200831	XLON	147508	CG		2		2	L_S_5b2363c2-1f2e-11e9-a2d0-b3645e528b7a_CARLYLE GROUP UN_TBRX	TBRX	30200831	LSE Millennium	N
