ISS_NUMOUT	INSTRUMENTID_FE	ISS_PRICE	UNDERLYINGID	MKT_TRDCLAUSE	MKT_SETTL_CONV	F_TAX_CREDIT	MKT_SETTL_TYPE	ORIGINAL_CURRENCY	RIC3	RIC1	RIC2	RIC0	ISSUERID	MKT_SETTL_PAYSHIFT	FIID	MKT_SETTLRULE	GUARANTOR	LOTSIZE1	LOTSIZE0	MARKET	CURRENCY	F_GUARANTED	SSL_SNAPSHOT_DATE	ISIN	DESCRIPTION	QUOTATION	ISS_NUM	F_QPERCENTAGE	UNDERLYINGID_FE	LEADMANAGER	ISS_DATE	SENIORITY	F_QDIRTY	SSL_FEID	SECURITY_DEATH	F_DIVIDEND_GEN_MODE	REF_DATE	CLEARING_CENTER_NAME
	ENDO INTERNATION		L_S_251d3ca8-514c-11e9-b8d0-ec23cf8de3db_ENDO INTERNATION_TBRX				Cash								L_S_251d3ca8-514c-11e9-b8d0-ec23cf8de3db_ENDO INTERNATION_TBRX				1.0000000000	 	USD		30200831.0000000000	000000000000			0		ENDO INTERNATION				0	TBRX			20200831	
	CAP ONE FINAN		L_S_5acabac4-1f2e-11e9-a2d0-b3645e528b7a_CAP ONE FINAN_TBRX				Cash						0C9722_TBRX		L_S_5acabac4-1f2e-11e9-a2d0-b3645e528b7a_CAP ONE FINAN_TBRX				1.0000000000	 	USD		30200831.0000000000	US14040H1059	CAPITAL ONE FIN		0		CAP ONE FINAN		20180118		0	TBRX			20200831	
	QTS		L_S_fd0a5b2e-969c-11e9-a180-91725b79faed_QTS_TBRX				Cash								L_S_fd0a5b2e-969c-11e9-a180-91725b79faed_QTS_TBRX				1.0000000000	 	USD		30200831.0000000000	US74736A1034			0		QTS				0	TBRX			20200831	
	Carrizo Oil		L_S_5ae7c5a6-1f2e-11e9-a2d0-b3645e528b7a_Carrizo Oil_TBRX				Cash						0B7901_TBRX		L_S_5ae7c5a6-1f2e-11e9-a2d0-b3645e528b7a_Carrizo Oil_TBRX				1.0000000000	 	USD		30200831.0000000000	US1445771033	CARRIZO OIL AND		0		Carrizo Oil		20180124		0	TBRX			20200831	
	BMED		L_S_ef9fe1dc-1f2a-11e9-a2d0-b3645e528b7a_BMED_TBRX				Cash						BANCA MEDIOLANUM_TBRX		L_S_ef9fe1dc-1f2a-11e9-a2d0-b3645e528b7a_BMED_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0004776628	BANCA MEDIOLANUM		0		BMED		20151230		0	TBRX			20200831	
	ALPHABET INC C USD		L_S_5b116a6e-1f2e-11e9-a2d0-b3645e528b7a_ALPHABET INC C USD_TBRX				Cash						0A9098_TBRX		L_S_5b116a6e-1f2e-11e9-a2d0-b3645e528b7a_ALPHABET INC C USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US02079K1079	ALPHABET INC C		0		ALPHABET INC C USD		20180108		0	TBRX			20200831	
	NOVARTIS N		L_S_5af042ee-1f2e-11e9-a2d0-b3645e528b7a_NOVARTIS N_TBRX				Cash						NONOV_TBRX		L_S_5af042ee-1f2e-11e9-a2d0-b3645e528b7a_NOVARTIS N_TBRX				1.0000000000	 	CHF		30200831.0000000000	CH0012005267	NOVARTIS N ORD		0		NOVARTIS N		20140305		0	TBRX			20200831	
	LVMH		L_S_efa01314-1f2a-11e9-a2d0-b3645e528b7a_LVMH_TBRX				Cash						LVMH MOET HENNESSY LOUIS VUITTON_TBRX		L_S_efa01314-1f2a-11e9-a2d0-b3645e528b7a_LVMH_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000121014	LVMH		0		LVMH		20100104		0	TBRX			20200831	
	NIKE INC CL USD		L_S_5a8a775c-1f2e-11e9-a2d0-b3645e528b7a_NIKE INC CL USD_TBRX				Cash						0A7991_TBRX		L_S_5a8a775c-1f2e-11e9-a2d0-b3645e528b7a_NIKE INC CL USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US6541061031	NIKE CL B ORD		0		NIKE INC CL USD		20180115		0	TBRX			20200831	
	QUALYS INC		L_S_25825cd2-514c-11e9-b8d0-ec23cf8de3db_QUALYS INC_TBRX				Cash								L_S_25825cd2-514c-11e9-b8d0-ec23cf8de3db_QUALYS INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US74758T3032	QUALYS INC		0		QUALYS INC				0	TBRX			20200831	
	Comfort Systems USA		L_S_3525f4e8-8acd-11ea-cfe1-fc522f95fe9e_Comfort Systems USA_TBRX				Cash								L_S_3525f4e8-8acd-11ea-cfe1-fc522f95fe9e_Comfort Systems USA_TBRX				1.0000000000	 	USD		30200831.0000000000	US1999081045			0		Comfort Systems USA				0	TBRX			20200831	
	Blucora		L_S_e979e713-3608-11ea-221c-d74f383f2d96_Blucora_TBRX				Cash								L_S_e979e713-3608-11ea-221c-d74f383f2d96_Blucora_TBRX				1.0000000000	 	USD		30200831.0000000000	US0952291005			0		Blucora				0	TBRX			20200831	
	EVA		L_S_bf95ce3a-4e74-11ea-4f99-bcd7c90d42a7_EVA_TBRX				Cash								L_S_bf95ce3a-4e74-11ea-4f99-bcd7c90d42a7_EVA_TBRX				1.0000000000	 	USD		30200831.0000000000	US29414J1079			0		EVA				0	TBRX			20200831	
	SFER		L_S_efa2c50a-1f2a-11e9-a2d0-b3645e528b7a_SFER_TBRX				Cash						SALVATORE FERRAGAMO_TBRX		L_S_efa2c50a-1f2a-11e9-a2d0-b3645e528b7a_SFER_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0004712375	SALVATORE FERRAGAMO		0		SFER		20110629		0	TBRX			20200831	
	MADRIGAL PHARMA		L_S_5ac579e2-1f2e-11e9-a2d0-b3645e528b7a_MADRIGAL PHARMA_TBRX				Cash						0C2630_TBRX		L_S_5ac579e2-1f2e-11e9-a2d0-b3645e528b7a_MADRIGAL PHARMA_TBRX				1.0000000000	 	USD		30200831.0000000000	US5588681057	MADRIGAL PHARMA		0		MADRIGAL PHARMA		20180124		0	TBRX			20200831	
	CORE LABORATORIES		L_S_f83e97ed-2d70-11ea-f47a-e4f7cfc1999a_CORE LABORATORIES_TBRX				Cash								L_S_f83e97ed-2d70-11ea-f47a-e4f7cfc1999a_CORE LABORATORIES_TBRX				1.0000000000	 	USD		30200831.0000000000	NL0000200384			0		CORE LABORATORIES				0	TBRX			20200831	
	ARCONIC EUR		L_S_5b254598-1f2e-11e9-a2d0-b3645e528b7a_ARCONIC USD_TBRX				Cash						Arconic Inc._TBRX		L_S_3416d372-1f2e-11e9-a2d0-b3645e528b7a_ARCONIC EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US03965L1008	ARCONIC		0		ARCONIC USD		20161115		0	TBRX			20200831	
	CSFL		L_S_d7be1c21-434b-11ea-ba6b-bffbb95b5697_CSFL_TBRX				Cash								L_S_d7be1c21-434b-11ea-ba6b-bffbb95b5697_CSFL_TBRX				1.0000000000	 	USD		30200831.0000000000	US15201P1093			0		CSFL				0	TBRX			20200831	
	M&T BANK CRP		L_S_5b099654-1f2e-11e9-a2d0-b3645e528b7a_M&T BANK CRP_TBRX				Cash						0B6619_TBRX		L_S_5b099654-1f2e-11e9-a2d0-b3645e528b7a_M&T BANK CRP_TBRX				1.0000000000	 	USD		30200831.0000000000	US55261F1049	M&T BANK ORD		0		M&T BANK CRP		20180118		0	TBRX			20200831	
	Newpark Resources		L_S_a8930ef8-62f9-11ea-1b75-a65fc2c3ea9a_Newpark Resources_TBRX				Cash								L_S_a8930ef8-62f9-11ea-1b75-a65fc2c3ea9a_Newpark Resources_TBRX				1.0000000000	 	USD		30200831.0000000000	US6517185046			0		Newpark Resources				0	TBRX			20200831	
	DIB		L_S_efa47d50-1f2a-11e9-a2d0-b3645e528b7a_DIB_TBRX				Cash						DIGITAL BROS_TBRX		L_S_efa47d50-1f2a-11e9-a2d0-b3645e528b7a_DIB_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0001469995	DIGITAL BROS		0		DIB		20081110		0	TBRX			20200831	
	CDAY		L_S_cf927f8f-c35d-11e9-542a-6acb465d009b_CDAY_TBRX				Cash								L_S_cf927f8f-c35d-11e9-542a-6acb465d009b_CDAY_TBRX				1.0000000000	 	USD		30200831.0000000000	US15677J1088			0		CDAY				0	TBRX			20200831	
	Arbutus Biopharma		L_S_3b671ad0-5fba-11ea-d516-ddf6eb7fe788_Arbutus Biopharma_TBRX				Cash								L_S_3b671ad0-5fba-11ea-d516-ddf6eb7fe788_Arbutus Biopharma_TBRX				1.0000000000	 	USD		30200831.0000000000	CA03879J1003			0		Arbutus Biopharma				0	TBRX			20200831	
	EVOLUTION GAMIN		L_S_e3b1c3ce-7de2-11e9-9d90-082ed8d5e32d_EVOLUTION GAMIN_TBRX				Cash						0A9436_TBRX		L_S_e3b1c3ce-7de2-11e9-9d90-082ed8d5e32d_EVOLUTION GAMIN_TBRX				1.0000000000	 	SEK		30200831.0000000000	SE0012673267	EVOLUTION GAMIN		0		EVOLUTION GAMIN		20190524		0	TBRX			20200831	
	NATURGY ENERGY		L_S_343e75d0-1f2e-11e9-a2d0-b3645e528b7a_NATURGY ENERGY_TBRX				Cash						GAGAC_TBRX		L_S_343e75d0-1f2e-11e9-a2d0-b3645e528b7a_NATURGY ENERGY_TBRX				1.0000000000	 	EUR		30200831.0000000000	ES0116870314	NATURGY ENERGY		0		NATURGY ENERGY		20051215		0	TBRX			20200831	
	RWAY		L_S_ef9f2f58-1f2a-11e9-a2d0-b3645e528b7a_RWAY_TBRX				Cash						RAI WAY_TBRX		L_S_ef9f2f58-1f2a-11e9-a2d0-b3645e528b7a_RWAY_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005054967	RAI WAY		0		RWAY		20141119		0	TBRX			20200831	
	SPM		L_S_efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a_SPM_TBRX				Cash						SAIPEM_TBRX		L_S_efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a_SPM_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005252140	SAIPEM		0		SPM		20081110		0	TBRX			20200831	
	STXE 600 A&PP		L_S_7d17dfd0-5151-11e9-b8d0-ec23cf8de3db_STXE 600 A&PP_TBRX				Cash								L_S_7d17dfd0-5151-11e9-b8d0-ec23cf8de3db_STXE 600 A&PP_TBRX				50.0000000000	 	EUR		30200831.0000000000	EU0009658681	STXE 600 A&PP		0		STXE 600 A&PP				0	TBRX			20200831	
	CELL		L_S_ef9c045e-1f2a-11e9-a2d0-b3645e528b7a_CELL_TBRX				Cash						CELLULARLINE_TBRX		L_S_ef9c045e-1f2a-11e9-a2d0-b3645e528b7a_CELL_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005244618	CELLULARLINE		0		CELL		20170315		0	TBRX			20200831	
	MOTOROLA SOL EUR		L_S_5a835440-1f2e-11e9-a2d0-b3645e528b7a_MOTOROLA SOL USD_TBRX				Cash						Motorola Solutions Inc._TBRX		L_S_3417d68c-1f2e-11e9-a2d0-b3645e528b7a_MOTOROLA SOL EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US6200763075	MOTOROLA SOLUTIONS		0		MOTOROLA SOL USD		20000216		0	TBRX			20200831	
	SYNAPTICS INC		L_S_252286e0-514c-11e9-b8d0-ec23cf8de3db_SYNAPTICS INC_TBRX				Cash								L_S_252286e0-514c-11e9-b8d0-ec23cf8de3db_SYNAPTICS INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US87157D1090	SYNAPTICS INC		0		SYNAPTICS INC				0	TBRX			20200831	
	HANESBRANDS		L_S_5af5b6e8-1f2e-11e9-a2d0-b3645e528b7a_HANESBRANDS_TBRX				Cash						0C7803_TBRX		L_S_5af5b6e8-1f2e-11e9-a2d0-b3645e528b7a_HANESBRANDS_TBRX				1.0000000000	 	USD		30200831.0000000000	US4103451021	HANESBRANDS ORD		0		HANESBRANDS		20180118		0	TBRX			20200831	
	CITIGROUP EUR		L_S_5aa21cae-1f2e-11e9-a2d0-b3645e528b7a_CITIGROUP USD_TBRX				Cash						Citigroup Inc._TBRX		L_S_344327b0-1f2e-11e9-a2d0-b3645e528b7a_CITIGROUP EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US1729674242	CITIGROUP		0		CITIGROUP USD		20000216		0	TBRX			20200831	
	MACYS ORD		L_S_5aecf5bc-1f2e-11e9-a2d0-b3645e528b7a_MACYS ORD_TBRX				Cash						0B8189_TBRX		L_S_5aecf5bc-1f2e-11e9-a2d0-b3645e528b7a_MACYS ORD_TBRX				1.0000000000	 	USD		30200831.0000000000	US55616P1049	MACYS ORD		0		MACYS ORD		20180118		0	TBRX			20200831	
	ABB LTD N		L_S_25336438-514c-11e9-b8d0-ec23cf8de3db_ABB LTD N_TBRX				Cash								L_S_25336438-514c-11e9-b8d0-ec23cf8de3db_ABB LTD N_TBRX				1.0000000000	 	CHF		30200831.0000000000	CH0012221716			0		ABB LTD N				0	TBRX			20200831	
	Allied Esports Entertainment Inc		L_S_edfe9172-a0f0-11ea-83ea-17e06dbbb78c_Allied Esports Entertainment Inc_TBRX				Cash								L_S_edfe9172-a0f0-11ea-83ea-17e06dbbb78c_Allied Esports Entertainment Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US0191701095			0		Allied Esports Entertainment Inc				0	TBRX			20200831	
	KERING		L_S_ef9d618c-1f2a-11e9-a2d0-b3645e528b7a_KERING_TBRX				Cash						KERING_TBRX		L_S_ef9d618c-1f2a-11e9-a2d0-b3645e528b7a_KERING_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000121485	KERING		0		KERING		20100104		0	TBRX			20200831	
	DUNKIN BRD GRP		L_S_7d31e4fc-5151-11e9-b8d0-ec23cf8de3db_DUNKIN BRD GRP_TBRX				Cash								L_S_7d31e4fc-5151-11e9-b8d0-ec23cf8de3db_DUNKIN BRD GRP_TBRX				1.0000000000	 	USD		30200831.0000000000	US2655041000	DUNKIN BRD GRP		0		DUNKIN BRD GRP				0	TBRX			20200831	
	SPDR TECH SELECT		L_S_5a9d6bb4-1f2e-11e9-a2d0-b3645e528b7a_SPDR TECH SELECT_TBRX				Cash						0C2123_TBRX		L_S_5a9d6bb4-1f2e-11e9-a2d0-b3645e528b7a_SPDR TECH SELECT_TBRX				1.0000000000	 	USD		30200831.0000000000	US81369Y8030	TECHNOLOGY SELE		0		SPDR TECH SELECT		20180125		0	TBRX			20200831	
	VODAFONE GRP.		L_S_5a5ca692-1f2e-11e9-a2d0-b3645e528b7a_VODAFONE GRP._TBRX				Cash						VOVOD_TBRX		L_S_5a5ca692-1f2e-11e9-a2d0-b3645e528b7a_VODAFONE GRP._TBRX				1.0000000000	 	GBP		30200831.0000000000	GB00BH4HKS39	VODAFONE GRP.		0		VODAFONE GRP.		20140224		0	TBRX			20200831	
	SPDR S&P 500		L_S_5af1c470-1f2e-11e9-a2d0-b3645e528b7a_SPDR S&P 500_TBRX				Cash						0E3466_TBRX		L_S_5af1c470-1f2e-11e9-a2d0-b3645e528b7a_SPDR S&P 500_TBRX				1.0000000000	 	USD		30200831.0000000000	US78462F1030	SPDR S&P 500 ET		0		SPDR S&P 500		20180115		0	TBRX			20200831	
	KKR AND CO CL A		L_S_5a7f2cf8-1f2e-11e9-a2d0-b3645e528b7a_KKR AND CO CL A_TBRX				Cash						0G9513_TBRX		L_S_5a7f2cf8-1f2e-11e9-a2d0-b3645e528b7a_KKR AND CO CL A_TBRX				1.0000000000	 	USD		30200831.0000000000	US48251W1045	KKR AND CO CL A		0		KKR AND CO CL A		20181011		0	TBRX			20200831	
	HELIX ENERY SLN		L_S_2508e4f6-514c-11e9-b8d0-ec23cf8de3db_HELIX ENERY SLN_TBRX				Cash								L_S_2508e4f6-514c-11e9-b8d0-ec23cf8de3db_HELIX ENERY SLN_TBRX				1.0000000000	 	USD		30200831.0000000000	US42330P1075	HELIX ENERY SLN		0		HELIX ENERY SLN				0	TBRX			20200831	
	NVP		L_S_1f6a6738-128d-11ea-bccb-3e99245e0d1c_NVP_TBRX				Cash						NVP_TBRX		L_S_1f6a6738-128d-11ea-bccb-3e99245e0d1c_NVP_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005390783	NVP		0		NVP		20191205		0	TBRX			20200831	
	RANGE RESOURCES CORP		L_S_5adf14ec-1f2e-11e9-a2d0-b3645e528b7a_RANGE RESOURCES CORP_TBRX				Cash						0C0791_TBRX		L_S_5adf14ec-1f2e-11e9-a2d0-b3645e528b7a_RANGE RESOURCES CORP_TBRX				1.0000000000	 	USD		30200831.0000000000	US75281A1097	RANGE RESOURCES		0		RANGE RESOURCES CORP		20180118		0	TBRX			20200831	
	VISA INC		L_S_5a8e4198-1f2e-11e9-a2d0-b3645e528b7a_VISA INC_TBRX				Cash						0A7940_TBRX		L_S_5a8e4198-1f2e-11e9-a2d0-b3645e528b7a_VISA INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US92826C8394	VISA CL A ORD		0		VISA INC		20180115		0	TBRX			20200831	
	MFA Financial 		L_S_a8877637-62f9-11ea-1b75-a65fc2c3ea9a_MFA Financial _TBRX				Cash								L_S_a8877637-62f9-11ea-1b75-a65fc2c3ea9a_MFA Financial _TBRX				1.0000000000	 	USD		30200831.0000000000	US55272X1028			0		MFA Financial 				0	TBRX			20200831	
	SES		L_S_ef9d7532-1f2a-11e9-a2d0-b3645e528b7a_SES_TBRX				Cash						SESA_TBRX		L_S_ef9d7532-1f2a-11e9-a2d0-b3645e528b7a_SES_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0004729759	SESA		0		SES		20110627		0	TBRX			20200831	
	ALCOA EUR		L_S_5a5b06d4-1f2e-11e9-a2d0-b3645e528b7a_ALCOA USD_TBRX				Cash						Alcoa Corp._TBRX		L_S_34273b0e-1f2e-11e9-a2d0-b3645e528b7a_ALCOA EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US0138721065	ALCOA		0		ALCOA USD		20161115		0	TBRX			20200831	
	IP		L_S_efa3f7ae-1f2a-11e9-a2d0-b3645e528b7a_IP_TBRX				Cash						INTERPUMP GROUP_TBRX		L_S_efa3f7ae-1f2a-11e9-a2d0-b3645e528b7a_IP_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0001078911	INTERPUMP GROUP		0		IP		20081110		0	TBRX			20200831	
	GRF/AC		L_S_5a605f6c-1f2e-11e9-a2d0-b3645e528b7a_GRF/AC_TBRX				Cash						0B1032_TBRX		L_S_5a605f6c-1f2e-11e9-a2d0-b3645e528b7a_GRF/AC_TBRX				1.0000000000	 	EUR		30200831.0000000000	ES0171996087	GRIFOLS		0		GRF/AC		20190215		0	TBRX			20200831	
	FF		L_S_efa350a6-1f2a-11e9-a2d0-b3645e528b7a_FF_TBRX				Cash						FINE FOODS & PHARMACEUTICALS NTM_TBRX		L_S_efa350a6-1f2a-11e9-a2d0-b3645e528b7a_FF_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005215329	FINE FOODS & PHARMACEUTICALS NTM		0		FF		20161019		0	TBRX			20200831	
	PERSIMMON		L_S_5ac69de0-1f2e-11e9-a2d0-b3645e528b7a_PERSIMMON_TBRX				Cash						PEKQ_TBRX		L_S_5ac69de0-1f2e-11e9-a2d0-b3645e528b7a_PERSIMMON_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB0006825383	PERSIMMON		0		PERSIMMON		20051219		0	TBRX			20200831	
	MAISONS DU MONDE		L_S_6e4bbb0a-1f2b-11e9-a2d0-b3645e528b7a_MAISONS DU MONDE_TBRX				Cash						0A9054_TBRX		L_S_6e4bbb0a-1f2b-11e9-a2d0-b3645e528b7a_MAISONS DU MONDE_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0013153541	MAISONS DU MONDE		0		MAISONS DU MONDE		20160617		0	TBRX			20200831	
	FPE		L_S_efa1439c-1f2a-11e9-a2d0-b3645e528b7a_FPE_TBRX				Cash						FOPE_TBRX		L_S_efa1439c-1f2a-11e9-a2d0-b3645e528b7a_FPE_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005203424	FOPE		0		FPE		20161130		0	TBRX			20200831	
	Osprey Technology Acquisition A		L_S_0188717a-fc90-11e9-2d5c-5ff4b45da19b_Osprey Technology Acquisition A_TBRX				Cash								L_S_0188717a-fc90-11e9-2d5c-5ff4b45da19b_Osprey Technology Acquisition A_TBRX				1.0000000000	 	USD		30200831.0000000000	US68839R4011			0		Osprey Technology Acquisition A				0	TBRX			20200831	
	ALTABA		L_S_5a5a7eb2-1f2e-11e9-a2d0-b3645e528b7a_ALTABA_TBRX				Cash						ALTABA_TBRX		L_S_ef9c1868-1f2a-11e9-a2d0-b3645e528b7a_ALTABA_TBRX				1.0000000000	 	EUR		30200831.0000000000	US0213461017	ALTABA		0		ALTABA		20170630		0	TBRX			20200831	
	RYANAIR HLDGS		L_S_e3476472-1f2b-11e9-a2d0-b3645e528b7a_RYANAIR HLDGS_TBRX				Cash						Ryanair Holdings PLC_TBRX		L_S_e3476472-1f2b-11e9-a2d0-b3645e528b7a_RYANAIR HLDGS_TBRX				1.0000000000	 	EUR		30200831.0000000000	IE00BYTBXV33	RYANAIR HLDGS PLC EO-,006		0		RYANAIR HLDGS		20151028		0	TBRX			20200831	
	ARCE		L_S_b36cb56d-9ab7-11ea-6e06-fcd5a74dbfac_ARCE_TBRX				Cash								L_S_b36cb56d-9ab7-11ea-6e06-fcd5a74dbfac_ARCE_TBRX				1.0000000000	 	USD		30200831.0000000000	KYG045531061			0		ARCE				0	TBRX			20200831	
	SIT		L_S_efa34c8c-1f2a-11e9-a2d0-b3645e528b7a_SIT_TBRX				Cash						SIT_TBRX		L_S_efa34c8c-1f2a-11e9-a2d0-b3645e528b7a_SIT_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005262149	SIT		0		SIT		20170720		0	TBRX			20200831	
	PriceSmart		L_S_e56e6f80-9137-11ea-00f0-e933d4114fb1_PriceSmart_TBRX				Cash								L_S_e56e6f80-9137-11ea-00f0-e933d4114fb1_PriceSmart_TBRX				1.0000000000	 	USD		30200831.0000000000	US7415111092			0		PriceSmart				0	TBRX			20200831	
	Elanco Animal Health Inc		L_S_25859d70-514c-11e9-b8d0-ec23cf8de3db_Elanco Animal Health Inc_TBRX				Cash								L_S_25859d70-514c-11e9-b8d0-ec23cf8de3db_Elanco Animal Health Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US28414H1032	ELNCO ANML HLTH		0		Elanco Animal Health Inc				0	TBRX			20200831	
	INFORMA		L_S_5ac66d2a-1f2e-11e9-a2d0-b3645e528b7a_INFORMA_TBRX				Cash						ININF_TBRX		L_S_5ac66d2a-1f2e-11e9-a2d0-b3645e528b7a_INFORMA_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB00BMJ6DW54	INFORMA		0		INFORMA		20140530		0	TBRX			20200831	
	DIS		L_S_ef9d2a5a-1f2a-11e9-a2d0-b3645e528b7a_DIS_TBRX				Cash						D'AMICO INTERNATIONAL SHIPPING_TBRX		L_S_ef9d2a5a-1f2a-11e9-a2d0-b3645e528b7a_DIS_TBRX				1.0000000000	 	EUR		30200831.0000000000	LU0290697514	D'AMICO		0		DIS		20081110		0	TBRX			20200831	
	Foundation Building Materials Inc		L_S_12020a85-3097-11ea-01da-4705d5f13dae_Foundation Building Materials Inc_TBRX				Cash								L_S_12020a85-3097-11ea-01da-4705d5f13dae_Foundation Building Materials Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US3503921062			0		Foundation Building Materials Inc				0	TBRX			20200831	
	SIGNIFY NV		L_S_6e4bb768-1f2b-11e9-a2d0-b3645e528b7a_SIGNIFY NV_TBRX				Cash						0A9183_TBRX		L_S_6e4bb768-1f2b-11e9-a2d0-b3645e528b7a_SIGNIFY NV_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0011821392	SIGNIFY NV		0		SIGNIFY NV		20160617		0	TBRX			20200831	
	L BRANDS INC		L_S_5aa19efa-1f2e-11e9-a2d0-b3645e528b7a_L BRANDS INC_TBRX				Cash						0D0433_TBRX		L_S_5aa19efa-1f2e-11e9-a2d0-b3645e528b7a_L BRANDS INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US5017971046	L BRANDS ORD		0		L BRANDS INC		20180118		0	TBRX			20200831	
	BOSTON PPTY		L_S_5a69ed70-1f2e-11e9-a2d0-b3645e528b7a_BOSTON PPTY_TBRX				Cash						0B6465_TBRX		L_S_5a69ed70-1f2e-11e9-a2d0-b3645e528b7a_BOSTON PPTY_TBRX				1.0000000000	 	USD		30200831.0000000000	US1011211018	BOSTON PROPERTI		0		BOSTON PPTY		20180118		0	TBRX			20200831	
	US BANCORP		L_S_5ac10e98-1f2e-11e9-a2d0-b3645e528b7a_US BANCORP_TBRX				Cash						0B7771_TBRX		L_S_5ac10e98-1f2e-11e9-a2d0-b3645e528b7a_US BANCORP_TBRX				1.0000000000	 	USD		30200831.0000000000	US9029733048	US BANCORP ORD		0		US BANCORP		20180118		0	TBRX			20200831	
	OCEANEERING INTL		L_S_5aa1b7dc-1f2e-11e9-a2d0-b3645e528b7a_OCEANEERING INTL_TBRX				Cash						0C0865_TBRX		L_S_5aa1b7dc-1f2e-11e9-a2d0-b3645e528b7a_OCEANEERING INTL_TBRX				1.0000000000	 	USD		30200831.0000000000	US6752321025	OCEANEERING INT		0		OCEANEERING INTL		20180125		0	TBRX			20200831	
	CARMAX INC		L_S_5ae0f370-1f2e-11e9-a2d0-b3645e528b7a_CARMAX INC_TBRX				Cash						0D0031_TBRX		L_S_5ae0f370-1f2e-11e9-a2d0-b3645e528b7a_CARMAX INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US1431301027	CARMAX ORD		0		CARMAX INC		20180118		0	TBRX			20200831	
	ROYAL DUTCH SHELLA		L_S_6e47d652-1f2b-11e9-a2d0-b3645e528b7a_ROYAL DUTCH SHELLA_TBRX				Cash						Royal Dutch Shell PLC_TBRX		L_S_6e47d652-1f2b-11e9-a2d0-b3645e528b7a_ROYAL DUTCH SHELLA_TBRX				1.0000000000	 	EUR		30200831.0000000000	GB00B03MLX29	ROYAL DUTCH SHELLA		0		ROYAL DUTCH SHELLA		20090918		0	TBRX			20200831	
	AHOLD		L_S_efa0a5f4-1f2a-11e9-a2d0-b3645e528b7a_AHOLD_TBRX				Cash						KONINKLIJKE AHOLD DELHAIZE_TBRX		L_S_efa0a5f4-1f2a-11e9-a2d0-b3645e528b7a_AHOLD_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0011794037	KONINKLIJKE AHOLD DELHAIZE		0		AHOLD		20160718		0	TBRX			20200831	
	HILTON WLDWD HLD		L_S_5ad3a0c6-1f2e-11e9-a2d0-b3645e528b7a_HILTON WLDWD HLD_TBRX				Cash						0B9375_TBRX		L_S_5ad3a0c6-1f2e-11e9-a2d0-b3645e528b7a_HILTON WLDWD HLD_TBRX				1.0000000000	 	USD		30200831.0000000000	US43300A2033	HILTON WORLDWID		0		HILTON WLDWD HLD		20180118		0	TBRX			20200831	
	FIRST SOLAR		L_S_5a4d0926-1f2e-11e9-a2d0-b3645e528b7a_FIRST SOLAR_TBRX				Cash						0A8035_TBRX		L_S_5a4d0926-1f2e-11e9-a2d0-b3645e528b7a_FIRST SOLAR_TBRX				1.0000000000	 	USD		30200831.0000000000	US3364331070	FIRST SOLAR ORD		0		FIRST SOLAR		20180115		0	TBRX			20200831	
	MEDTRONIC PLC		L_S_5ad13bba-1f2e-11e9-a2d0-b3645e528b7a_MEDTRONIC PLC_TBRX				Cash						0C8351_TBRX		L_S_5ad13bba-1f2e-11e9-a2d0-b3645e528b7a_MEDTRONIC PLC_TBRX				1.0000000000	 	USD		30200831.0000000000	000000000000	MEDTRONIC ORD		0		MEDTRONIC PLC		20180115		0	TBRX			20200831	
