ASSETCLASS_DES	NEW_MTYPE	DESCRIPTION_EXT	FI_TYPE	NUMBEROFPHASES	INSTRUMENT_FE	ASSETCLASS	NEW_MGROUP	SSL_FEID	SEC_REFERENCE	F_ISLISTED	TYPOLOGY_DES	SEC_GROUP	DESCRIPTION	COMMENT1	COMMENT0	COMMENT2	ISSUERID	TYPE_DES	FIID	SEC_TYPE	PHASE	ISIN	GROUP_DES	INSTRUMENTID_FE	MTYPE	FAMILY_DES	NEW_MFAMILY	F_LABELCHG	SSL_SNAPSHOT_DATE	TYPOLOGY	MFAMILY	SEC_CATEGORY	REF_DATE	NEW_TYPOLOGY	STRUCTID_FE	INSTRUMENTNUM_FE	MGROUP	QUANTITYFACTOR
	Call		FI_OPTION	1.0000000000	IBE FEB22 CALL 3.691 OTC - EPSILON		Options	TBRX		N		Equities							O_c10e5dd8-7710-11e9-9400-98972329be46_IBE FEB22 CALL 3.691 OTC - EPSILON | 11 FEB 22 | C | E | 3.6910000000_TBRX	Options	0.0000000000			IBE FEB22 CALL 3.691 OTC - EPSILON | 11 FEB 22 | C | E | 3.6910000000			Equities		30200831		Equities	Call	20200831			26854832	Call	
	Put		FI_OPTION	1.0000000000	OEDV 202012 P 2000		Options	TBRX		Y		Equities	OEDV 202012 P 2000						O_f9364b04-1f30-11e9-a2d0-b3645e528b7a_OEDV 202012 P 2000 | 18 DEC 20 | P | E | 2000.0000000000_TBRX	Options	0.0000000000	DE000P8BM744		OEDV 202012 P 2000 | 18 DEC 20 | P | E | 2000.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Warrants Call		FI_OPTION	1.0000000000	I05725		Rights	TBRX		Y		Equities	BI STM0,1SLC20E071220						L_S_a372ac10-d5e9-11e9-ba50-35a1ce420b26_I05725_TBRX	Rights	0.0000000000	IT0005384224		I05725	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	CITIGROUP USD		Equities	TBRX		Y		Equities	CITIGROUP ORD						L_S_5aa21cae-1f2e-11e9-a2d0-b3645e528b7a_CITIGROUP USD_TBRX	Equities	0.0000000000	US1729674242		CITIGROUP USD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	EPC CAC40 OCT23 PUT100 BOND		Options	TBRX		Y		Equities							O_7a4e93d8-62b4-11e9-b160-4ad6f9df0bf5_EPC CAC40 OCT23 PUT100 BOND | 10 OCT 23 | P | E | 5095.9800000000_TBRX	Options	0.0000000000			EPC CAC40 OCT23 PUT100 BOND | 10 OCT 23 | P | E | 5095.9800000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	EOG RESOURCES		Equities	TBRX		Y		Equities	EOG RESOURCES O						L_S_5a880724-1f2e-11e9-a2d0-b3645e528b7a_EOG RESOURCES_TBRX	Equities	0.0000000000	US26875P1012		EOG RESOURCES			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	LAZARD LTD		Equities	TBRX		Y		Equities	LAZARD CL A ORD						L_S_5a7a3036-1f2e-11e9-a2d0-b3645e528b7a_LAZARD LTD_TBRX	Equities	0.0000000000	000000000000		LAZARD LTD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	ATL0X7.60		Options	TBRX		Y		Equities	ATL0X7.60						O_9861870c-494d-11e9-9970-3027219c6795_ATL0X7.60 | 18 DEC 20 | P | A | 7.6000000000_TBRX	Options	0.0000000000	IT0015516880		ATL0X7.60 | 18 DEC 20 | P | A | 7.6000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	ATL0I14.75		Options	TBRX		Y		Equities	ATL0I14.75						O_aad76088-e2a7-11ea-88e0-76012705c10a_ATL0I14.75 | 18 SEP 20 | C | A | 14.7500000000_TBRX	Options	0.0000000000	IT0017319820		ATL0I14.75 | 18 SEP 20 | C | A | 14.7500000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	SPX MAY24 CATM		Options	TBRX		Y		Equities							O_3564575e-85a9-11e9-bc50-d8e42f759887_SPX MAY24 CATM | 29 MAY 24 | C | E | 2752.0600000000_TBRX	Options	0.0000000000			SPX MAY24 CATM | 29 MAY 24 | C | E | 2752.0600000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ABBOTT LABS		Equities	TBRX		Y		Equities	ABBOTT LABS						L_S_24fe37c2-514c-11e9-b8d0-ec23cf8de3db_ABBOTT LABS_TBRX	Equities	0.0000000000	US0028241000		ABBOTT LABS			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	EDREAMS ODIGEO		Equities	TBRX		Y		Equities	EDREAMS ODIGEO						L_S_5a67ab00-1f2e-11e9-a2d0-b3645e528b7a_EDREAMS ODIGEO_TBRX	Equities	0.0000000000	LU1048328220		EDREAMS ODIGEO			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I05724		Rights	TBRX		Y		Equities	BI STM0,1SLC19E070920						L_S_a3736aba-d5e9-11e9-ba50-35a1ce420b26_I05724_TBRX	Rights	0.0000000000	IT0005384216		I05724	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Arista Networks Inc		Equities	TBRX		Y		Equities	ARISTA NETWORKS						L_S_5a43db44-1f2e-11e9-a2d0-b3645e528b7a_Arista Networks Inc_TBRX	Equities	0.0000000000	US0404131064		Arista Networks Inc			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OPT_SX5E NOV23 PATM CREDEM - 5003		Options	TBRX		Y		Equities							O_cfc6621c-b094-11ea-bdb0-f7127f36688c_OPT_SX5E NOV23 PATM CREDEM - 5003 | 13 NOV 23 | P | E | 3385.7800000000_TBRX	Options	0.0000000000			OPT_SX5E NOV23 PATM CREDEM - 5003 | 13 NOV 23 | P | E | 3385.7800000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	CITRIX SYSTEMS		Equities	TBRX		Y		Equities	CITRIX SYSTEMS						L_S_5a79c9de-1f2e-11e9-a2d0-b3645e528b7a_CITRIX SYSTEMS_TBRX	Equities	0.0000000000	US1773761002		CITRIX SYSTEMS			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	NORDSTROM INC		Equities	TBRX		Y		Equities	NORDSTROM ORD						L_S_5a43cec4-1f2e-11e9-a2d0-b3645e528b7a_NORDSTROM INC_TBRX	Equities	0.0000000000	US6556641008		NORDSTROM INC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	FCA0U8.40		Options	TBRX		Y		Equities	FCA0U8.40						O_b391b4ea-de92-11e9-aa30-0f30bc25b079_FCA0U8.40 | 18 SEP 20 | P | A | 8.4000000000_TBRX	Options	0.0000000000	IT0016089994		FCA0U8.40 | 18 SEP 20 | P | A | 8.4000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	ENI X13 Dec23 - OTC - STRUTT		Options	TBRX		N		Equities							O_2e7b3950-3920-11ea-81d0-5a5f2664c4d9_ENI X13 Dec23 - OTC - STRUTT | 15 DEC 23 | P | A | 13.0000000000_TBRX	Options	0.0000000000			ENI X13 Dec23 - OTC - STRUTT | 15 DEC 23 | P | A | 13.0000000000			Equities		30200831		Equities	Put	20200831			29353200	Put	
	Warrants Call		FI_OPTION	1.0000000000	I06428		Rights	TBRX		Y		Equities	BI CW CALL ENEL 8 E 010321						L_S_b3b1b572-90e6-11ea-b430-b3e2b66d25c3_I06428_TBRX	Rights	0.0000000000	IT0005409815		I06428	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	MB0L7.80		Options	TBRX		Y		Equities	MB0L7.80						O_fedbb664-2553-11ea-af50-2dba816f6810_MB0L7.80 | 18 DEC 20 | C | A | 7.8000000000_TBRX	Options	0.0000000000	IT0016333657		MB0L7.80 | 18 DEC 20 | C | A | 7.8000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	BST		Equities	TBRX		Y		Equities	BANCA SISTEMA						L_S_efa43868-1f2a-11e9-a2d0-b3645e528b7a_BST_TBRX	Equities	0.0000000000	IT0003173629		BST			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	MASCO CORP COM		Equities	TBRX		Y		Equities	MASCO ORD						L_S_5abcbc94-1f2e-11e9-a2d0-b3645e528b7a_MASCO CORP COM_TBRX	Equities	0.0000000000	US5745991068		MASCO CORP COM			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	ROY 202012 P 18		Options	TBRX		Y		Equities	ROY 202012 P 18						O_f9461c50-1f30-11e9-a2d0-b3645e528b7a_ROY 202012 P 18 | 18 DEC 20 | P | A | 18.0000000000_TBRX	Options	0.0000000000	DE000P8BPZT7		ROY 202012 P 18 | 18 DEC 20 | P | A | 18.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Combined Instruments		FI_OPTION	1.0000000000	EP3 SD3E JAN22 BDT		Miscellaneous	TBRX		Y		Equities	IMI - EP 90 ESXX SEL DIV 02FB22						L_S_342ecb26-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN22 BDT_TBRX	Miscellaneous	0.0000000000	XS1336829459		EP3 SD3E JAN22 BDT			Equities		30200831		Equities	Combined Instruments	20200831				Composite	
	Call		FI_OPTION	1.0000000000	OPT_SD3E OCT23 CATM - 4749		Options	TBRX		Y		Equities							O_bc0f4c74-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E OCT23 CATM - 4749 | 23 OCT 23 | C | E | 1892.7600000000_TBRX	Options	0.0000000000			OPT_SD3E OCT23 CATM - 4749 | 23 OCT 23 | C | E | 1892.7600000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	SD3E FEB25 CALL50 OTC - EPSILON		Options	TBRX		N		Equities							O_c11a7de8-7710-11e9-9400-98972329be46_SD3E FEB25 CALL50 OTC - EPSILON | 11 FEB 25 | C | E | 954.4350000000_TBRX	Options	0.0000000000			SD3E FEB25 CALL50 OTC - EPSILON | 11 FEB 25 | C | E | 954.4350000000			Equities		30200831		Equities	Call	20200831			26855084	Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Credit Acceptance Corp		Equities	TBRX		Y		Equities							L_S_fcebbbd8-443e-11ea-307b-372274b1d9ae_Credit Acceptance Corp_TBRX	Equities	0.0000000000	US2253101016		Credit Acceptance Corp			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	IPSEN		Equities	TBRX		Y		Equities	IPSEN						L_S_6e4762f8-1f2b-11e9-a2d0-b3645e528b7a_IPSEN_TBRX	Equities	0.0000000000	FR0010259150		IPSEN			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	MYLAN NV		Equities	TBRX		Y		Equities	MYLAN ORD						L_S_5ad4566a-1f2e-11e9-a2d0-b3645e528b7a_MYLAN NV_TBRX	Equities	0.0000000000	000000000000		MYLAN NV			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	0_EUR_SELDIV C 2126.46 25 - 5767		Options	TBRX		Y		Equities							O_d7b546e4-b70d-11ea-aa70-e4629b3e2a3f_0_EUR_SELDIV C 2126.46 25 - 5767 | 26 JUN 25 | C | E | 2126.4600000000_TBRX	Options	0.0000000000			0_EUR_SELDIV C 2126.46 25 - 5767 | 26 JUN 25 | C | E | 2126.4600000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	ENI1F16		Options	TBRX		Y		Equities	ENI1F16						O_4cf049d0-1f30-11e9-a2d0-b3645e528b7a_ENI1F16 | 18 JUN 21 | C | A | 16.0000000000_TBRX	Options	0.0000000000	IT0014746603		ENI1F16 | 18 JUN 21 | C | A | 16.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	NOVARTIS N		Equities	TBRX		Y		Equities	NOVARTIS N ORD						L_S_5af042ee-1f2e-11e9-a2d0-b3645e528b7a_NOVARTIS N_TBRX	Equities	0.0000000000	CH0012005267		NOVARTIS N			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	KOHL'S CRP		Equities	TBRX		Y		Equities	KOHL'S ORD						L_S_5a4f6c66-1f2e-11e9-a2d0-b3645e528b7a_KOHL'S CRP_TBRX	Equities	0.0000000000	US5002551043		KOHL'S CRP			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	AXA 202012 P 22		Options	TBRX		Y		Equities	AXA 202012 P 22						O_f4645b16-1f30-11e9-a2d0-b3645e528b7a_AXA 202012 P 22 | 18 DEC 20 | P | A | 22.0000000000_TBRX	Options	0.0000000000	DE000P8BH3V5		AXA 202012 P 22 | 18 DEC 20 | P | A | 22.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	LHA 202106 C 20		Options	TBRX		Y		Equities	LHA 202106 C 20						O_fc2a5c38-1f30-11e9-a2d0-b3645e528b7a_LHA 202106 C 20 | 18 JUN 21 | C | A | 20.0000000000_TBRX	Options	0.0000000000	DE000C2FEL53		LHA 202106 C 20 | 18 JUN 21 | C | A | 20.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	CNHI0I6.20		Options	TBRX		Y		Equities	CNHI0I6.20						O_75a935b2-579c-11ea-9e80-7a2e2d6fbb3b_CNHI0I6.20 | 18 SEP 20 | C | A | 6.2000000000_TBRX	Options	0.0000000000	IT0016569995		CNHI0I6.20 | 18 SEP 20 | C | A | 6.2000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	CERT SD3E NOV25 BDT CALL50 3Y		Options	TBRX		Y		Equities							O_81148182-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT CALL50 3Y | 24 NOV 21 | C | E | 952.7500000000_TBRX	Options	0.0000000000			CERT SD3E NOV25 BDT CALL50 3Y | 24 NOV 21 | C | E | 952.7500000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	TTM Technologies Inc		Equities	TBRX		Y		Equities							L_S_e7c336aa-b839-11e9-a550-e965474efb15_TTM Technologies Inc_TBRX	Equities	0.0000000000	US87305R1095		TTM Technologies Inc			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	PIONEER NAT		Equities	TBRX		Y		Equities	PIONEER NATURAL						L_S_5a6a1ce6-1f2e-11e9-a2d0-b3645e528b7a_PIONEER NAT_TBRX	Equities	0.0000000000	US7237871071		PIONEER NAT			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Proofpoint Inc		Equities	TBRX		Y		Equities							L_S_6fe37681-f018-11e9-8a76-689ad0275c8f_Proofpoint Inc_TBRX	Equities	0.0000000000	US7434241037		Proofpoint Inc			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06524		Rights	TBRX		Y		Equities	BI CW CALL UNICREDIT 10 E 010321						L_S_b3ab3c4c-90e6-11ea-b430-b3e2b66d25c3_I06524_TBRX	Rights	0.0000000000	IT0005410763		I06524	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	AXAE 202112 C 28		Options	TBRX		Y		Equities	AXAE 202112 C 28						O_f4b49da6-1f30-11e9-a2d0-b3645e528b7a_AXAE 202112 C 28 | 17 DEC 21 | C | E | 28.0000000000_TBRX	Options	0.0000000000	DE000C0JR714		AXAE 202112 C 28 | 17 DEC 21 | C | E | 28.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	MU Oct0 60.0 C		Options	TBRX		Y		Equities	MU Oct0 60.0 C						O_cb1a2656-e788-11ea-9ac0-60eee92da03a_MU Oct0 60.0 C | 16 OCT 20 | C | A | 60.0000000000_TBRX	Options	0.0000000000			MU Oct0 60.0 C | 16 OCT 20 | C | A | 60.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	FREEPORTMCMORAN		Equities	TBRX		Y		Equities	FREEPORTMCMORAN						L_S_5a89b3ee-1f2e-11e9-a2d0-b3645e528b7a_FREEPORTMCMORAN_TBRX	Equities	0.0000000000	US35671D8570		FREEPORTMCMORAN			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OESX 202512 P 3200		Options	TBRX		Y		Equities	OESX 202512 P 3200						O_f9531b8a-1f30-11e9-a2d0-b3645e528b7a_OESX 202512 P 3200 | 19 DEC 25 | P | E | 3200.0000000000_TBRX	Options	0.0000000000	DE000P8B6G50		OESX 202512 P 3200 | 19 DEC 25 | P | E | 3200.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Financial Futures		FI_FUTURE	1.0000000000	HSIU0		Futures	TBRX		Y		Equities	HSIU0						L_S_a2cbfa5c-e7b1-11ea-bb45-245e0d1c06b7_HSIU0 | SEP 20_TBRX	Futures	0.0000000000			HSIU0 | SEP 20			Equities		30200831		Equities	Financial Futures	20200831				Future	
	Call		FI_OPTION	1.0000000000	OEXD 202012 C 137		Options	TBRX		Y		Equities	OEXD 202012 C 137						O_fbad76b4-1f30-11e9-a2d0-b3645e528b7a_OEXD 202012 C 137 | 18 DEC 20 | C | E | 137.0000000000_TBRX	Options	0.0000000000	DE000C19DFZ1		OEXD 202012 C 137 | 18 DEC 20 | C | E | 137.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	DIN		Equities	TBRX		Y		Equities							L_S_9f5cfccc-b51c-11e9-bf70-bf2ed07e5dd9_DIN_TBRX	Equities	0.0000000000	US2544231069		DIN			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	EP CED FTMIB JAN25 P90		Options	TBRX		Y		Equities							O_7d3d57a0-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 P90 | 29 JAN 25 | P | E | 17794.4000000000_TBRX	Options	0.0000000000			EP CED FTMIB JAN25 P90 | 29 JAN 25 | P | E | 17794.4000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	COSAN		Equities	TBRX		Y		Equities							L_S_335ef10c-e90c-11e9-2c55-5167f907e99e_COSAN_TBRX	Equities	0.0000000000	BMG253431073		COSAN			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Altice USA		Equities	TBRX		Y		Equities							L_S_f49dc912-00a0-11ea-df70-ef7e106750b0_Altice USA_TBRX	Equities	0.0000000000	US02156K1034		Altice USA			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	0_DJ_HLT C 594.916 21 - 5800		Options	TBRX		Y		Equities							O_cebc691c-d357-11ea-b020-c0ba487f3c04_0_DJ_HLT C 594.916 21 - 5800 | 26 JUL 21 | C | E | 594.9164110000_TBRX	Options	0.0000000000			0_DJ_HLT C 594.916 21 - 5800 | 26 JUL 21 | C | E | 594.9164110000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	OPT_SD3E MAR22 P95 - 3707		Options	TBRX		Y		Equities							O_bb737e48-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E MAR22 P95 - 3707 | 29 MAR 22 | P | E | 1734.4245000000_TBRX	Options	0.0000000000			OPT_SD3E MAR22 P95 - 3707 | 29 MAR 22 | P | E | 1734.4245000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	SX6E MAR23 C0 BOND		Options	TBRX		Y		Equities							O_7d8e171c-62b4-11e9-b160-4ad6f9df0bf5_SX6E MAR23 C0 BOND | 29 MAR 23 | C | E | .0001000000_TBRX	Options	0.0000000000			SX6E MAR23 C0 BOND | 29 MAR 23 | C | E | .0001000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	FIA5 202012 C 18		Options	TBRX		Y		Equities	FIA5 202012 C 18						O_ceda4f7e-7abe-11e9-93a0-717379cb6458_FIA5 202012 C 18 | 17 DEC 20 | C | A | 18.0000000000_TBRX	Options	0.0000000000	DE000C3Y5RT2		FIA5 202012 C 18 | 17 DEC 20 | C | A | 18.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ProPetro Holding Corp		Equities	TBRX		Y		Equities							L_S_6e8e7bd4-bd0a-11e9-a380-e80223fbc853_ProPetro Holding Corp_TBRX	Equities	0.0000000000	US74347M1080		ProPetro Holding Corp			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	MIBO0U18500		Options	TBRX		Y		Equities	MIBO0U18500						O_88ef8718-ddc9-11e9-9eb0-e7766f5ef7bc_MIBO0U18500 | 18 SEP 20 | P | E | 18500.0000000000_TBRX	Options	0.0000000000	IT0016089283		MIBO0U18500 | 18 SEP 20 | P | E | 18500.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	OEXD 202212 C 100		Options	TBRX		Y		Equities	OEXD 202212 C 100						O_f44813de-1f30-11e9-a2d0-b3645e528b7a_OEXD 202212 C 100 | 16 DEC 22 | C | E | 100.0000000000_TBRX	Options	0.0000000000	DE000C0VHLF3		OEXD 202212 C 100 | 16 DEC 22 | C | E | 100.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	GLENCORE		Equities	TBRX		Y		Equities	GLENCORE						L_S_5a92a2ba-1f2e-11e9-a2d0-b3645e528b7a_GLENCORE_TBRX	Equities	0.0000000000	JE00B4T3BW64		GLENCORE			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OPT_EP CED FTMIB JAN25 PATM - 4842		Options	TBRX		Y		Equities							O_bc434718-9e9d-11ea-a0a0-6b77645bee53_OPT_EP CED FTMIB JAN25 PATM - 4842 | 29 JAN 25 | P | E | 19771.5500000000_TBRX	Options	0.0000000000			OPT_EP CED FTMIB JAN25 PATM - 4842 | 29 JAN 25 | P | E | 19771.5500000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	SD3E FEB24 CALL50 OTC - EPSILON		Options	TBRX		N		Equities							O_c11a7028-7710-11e9-9400-98972329be46_SD3E FEB24 CALL50 OTC - EPSILON | 12 FEB 24 | C | E | 954.4350000000_TBRX	Options	0.0000000000			SD3E FEB24 CALL50 OTC - EPSILON | 12 FEB 24 | C | E | 954.4350000000			Equities		30200831		Equities	Call	20200831			26855083	Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	EXXON MOBIL EUR		Equities	TBRX		Y		Equities	EXXON MOBIL						L_S_e359ee26-1f2b-11e9-a2d0-b3645e528b7a_EXXON MOBIL EUR_TBRX	Equities	0.0000000000	US30231G1022		EXXON MOBIL EUR			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	UCG0I8.40		Options	TBRX		Y		Equities	UCG0I8.40						O_883760f2-ddc9-11e9-9eb0-e7766f5ef7bc_UCG0I8.40 | 18 SEP 20 | C | A | 8.4000000000_TBRX	Options	0.0000000000	IT0016051051		UCG0I8.40 | 18 SEP 20 | C | A | 8.4000000000			Equities		30200831		Equities	Call	20200831				Call	
	Warrants Call		FI_OPTION	1.0000000000	I06455		Rights	TBRX		Y		Equities	BI CW CALL FCA 9,2 E 071220						L_S_b3d168e0-90e6-11ea-b430-b3e2b66d25c3_I06455_TBRX	Rights	0.0000000000	IT0005410094		I06455	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Warrants Call		FI_OPTION	1.0000000000	I06401		Rights	TBRX		Y		Equities	BI CW CALL BANCA MEDIOLANUM 6,4 E 071220						L_S_b3cd6218-90e6-11ea-b430-b3e2b66d25c3_I06401_TBRX	Rights	0.0000000000	IT0005409542		I06401	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	SANDERSON FARMS INC		Equities	TBRX		Y		Equities	SANDERSON FARM						L_S_7d368f8e-5151-11e9-b8d0-ec23cf8de3db_SANDERSON FARMS INC_TBRX	Equities	0.0000000000	US8000131040		SANDERSON FARMS INC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	NVP		Equities	TBRX		Y		Equities	NVP						L_S_1f6a6738-128d-11ea-bccb-3e99245e0d1c_NVP_TBRX	Equities	0.0000000000	IT0005390783		NVP			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OPT_EP3 G SEPT20 CALL100 - 3889		Options	TBRX		Y		Equities							O_bb9daf10-9e9d-11ea-a0a0-6b77645bee53_OPT_EP3 G SEPT20 CALL100 - 3889 | 25 SEP 20 | C | E | 10.9200000000_TBRX	Options	0.0000000000			OPT_EP3 G SEPT20 CALL100 - 3889 | 25 SEP 20 | C | E | 10.9200000000			Equities		30200831		Equities	Call	20200831				Call	
	Warrants Call		FI_OPTION	1.0000000000	I06253		Rights	TBRX		Y		Equities	BI CW CALL FCA 14,2 E 071220						L_S_d3ddb008-5211-11ea-8640-38c7f938b954_I06253_TBRX	Rights	0.0000000000	IT0005400970		I06253	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Warrants		FI_OPTION	1.0000000000	WSCF		Rights	TBRX		Y		Equities	WARR SALCEF GROUP						L_S_4b8f91e4-01f3-11ea-ade0-0187e19062a0_WSCF_TBRX	Rights	0.0000000000	IT0005388183		WSCF	Warrant		Equities		30200831		Equities	Warrants	20200831				Call	
	Put		FI_OPTION	1.0000000000	ATL0X7.20		Options	TBRX		Y		Equities	ATL0X7.20						O_992fc590-494d-11e9-9970-3027219c6795_ATL0X7.20 | 18 DEC 20 | P | A | 7.2000000000_TBRX	Options	0.0000000000	IT0015516906		ATL0X7.20 | 18 DEC 20 | P | A | 7.2000000000			Equities		30200831		Equities	Put	20200831				Put	
	Warrants Call		FI_OPTION	1.0000000000	I06469		Rights	TBRX		Y		Equities	BI CW CALL MEDIOBANCA 6,4 E 070920						L_S_b3b75202-90e6-11ea-b430-b3e2b66d25c3_I06469_TBRX	Rights	0.0000000000	IT0005410227		I06469	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
