Bof_20200828
DEALID_FE	DESCRIPTION	F_ISLISTED	INSTRUMENT_FE	INSTRUMENTID_FE	TBRICKS_INSTRUMENT_ID	ISIN	ISSUERID	MFAMILY	MGROUP	MTYPE	PHASE	PORTFOLIOID	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	TYPOLOGY	PRICE_MULTIPLIER	CFI_CODE	USE_VOLATILITY_SURFACE	CUSTOM_UNIQUE_ID	BASE_PRICE_MULTIPLIER	SUMMATION_GROUP	CFI_VARIANT_NAME	INSTRUMENTNUM_FE
-1		Y	FTMIB DEC26 C100 BOND	FTMIB DEC26 C100 BOND | 28 DEC 26 | C | E | 23757.6000000000	76c08514-2884-11ea-9d50-164b86ad1823			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	FTMIB	Call	
-1		Y	KAR	KAR	b882e200-429f-11ea-9cb7-08889e85e1a2	US48238T1097		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	KAR	Equity share	
-1		Y	OPT_CERT SD3E APR26 BDT C66.66 4Y - 4954	OPT_CERT SD3E APR26 BDT C66.66 4Y - 4954 | 25 APR 23 | C | E | 1363.5535000000	bc619646-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1		Y	SX7E MAR23 PATM	SX7E MAR23 PATM | 01 MAR 23 | P | E | 118.0100000000	7547ebc9-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y		1	SX7E	Put	
-1		N	SX5E FEB26 CALL50 OTC - EPSILON2	SX5E FEB26 CALL50 OTC - EPSILON2 | 11 FEB 26 | C | E | 1639.8000000000	b644a4ca-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	EU0009658145	1	SX5E	Call	26947076
-1	ENI1R11	Y	ENI1R11	ENI1R11 | 18 JUN 21 | P | A | 11.0000000000	4c686ea2-1f30-11e9-a2d0-b3645e528b7a	IT0014746892		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	ENI	Put	
-1	ENI0X7.60	Y	ENI0X7.60	ENI0X7.60 | 18 DEC 20 | P | A | 7.6000000000	4c56765c-1f30-11e9-a2d0-b3645e528b7a	IT0014339383		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	ENI	Put	
-1		Y	PCTY	PCTY	11b3d4ab-7ffe-11ea-4318-e30c0c13f5a4	US70438V1061		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	PCTY	Equity share	
-1	AIR FRANCE KLM	Y	AIR FRANCE KLM	AIR FRANCE KLM	efa0d0b0-1f2a-11e9-a2d0-b3645e528b7a	FR0000031122	AIR FRANCE-KLM	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESVUFN	N		1	AFR	Equity share	
-1		Y	GRAFTECH INTERNATIONAL LTD	GRAFTECH INTERNATIONAL LTD	bc55efda-65d7-11e9-b1d0-d1631eb3ac1e	US3843135084		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	EAF	Equity share	
-1	EPR PROPERTIES	Y	EPR PROPERTIES	EPR PROPERTIES	2505e58a-514c-11e9-b8d0-ec23cf8de3db	US26884U1097		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	EPR	Equity share	
-1		N	5_GAS FEB21 CALL 11.87 OTC - EPSILON	5_GAS FEB21 CALL 11.87 OTC - EPSILON | 11 FEB 21 | C | E | 11.8700000000	c124cfaa-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	ES0116870314	1	GAN	Call	26855297
-1	BI CW CALL UNICREDIT 19 E 071220	Y	I06226	I06226	d3e192fe-5211-11ea-8640-38c7f938b954	IT0005401713	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	UCG	Call warrant	
-1	GRUBHUB ORD	Y	GRUBHUB INC	GRUBHUB INC	5aa06ef4-1f2e-11e9-a2d0-b3645e528b7a	US4001101025	0C6793	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	GRUB	Equity share	
-1	ADOBE INC	Y	ADOBE USD	ADOBE USD	5b039308-1f2e-11e9-a2d0-b3645e528b7a	US00724F1012	0C6198	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	ADBE	Equity share	
-1		N	SX5E FEB23 CALL50 OTC - EPSILON	SX5E FEB23 CALL50 OTC - EPSILON | 13 FEB 23 | C | E | 1622.3950000000	c11535a4-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	EU0009658145	1	SX5E	Call	26854960
-1	BMPS0U1.25	Y	BMPS0U1.25	BMPS0U1.25 | 18 SEP 20 | P | A | 1.2500000000	87e6a9d2-ddc9-11e9-9eb0-e7766f5ef7bc	IT0016087402		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		100	OPASPS	Y		1	BMPS	Put	
-1		Y	OPT_SD3E OCT24 CATM - 4294	OPT_SD3E OCT24 CATM - 4294 | 29 OCT 24 | C | E | 2177.0900000000	bbd271aa-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1	RANDSTAD NV	Y	RANDSTAD NV	RANDSTAD NV	6e48a186-1f2b-11e9-a2d0-b3645e528b7a	NL0000379121	0D8463	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESVUFB	N		1	RAND	Equity share	
-1	BI CW CALL ENI 16 E 070621	Y	I06151	I06151	d3c86928-5211-11ea-8640-38c7f938b954	IT0005400863	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	ENI	Call warrant	
-1		Y	SX5E NOV23 CATM CREDEM	SX5E NOV23 CATM CREDEM | 13 NOV 23 | C | E | 3385.7800000000	bf0b4f5a-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SX5E	Call	
-1		Y	0_EUR_SELDIV C 932.167 21 - 5680	0_EUR_SELDIV C 932.167 21 - 5680 | 24 MAY 21 | C | E | 932.1666060000	33c26280-a10d-11ea-bed0-4cac5a82408b			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	BDT_SD3E_MAY27_CPERF_1Y	1	SD3E	Call	
-1	ALFEN	Y	ALFEN	ALFEN	6e4cd8e6-1f2b-11e9-a2d0-b3645e528b7a	NL0012817175		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESVUFR	N		1	ALFEN	Equity share	
-1	G1F13	Y	G1F13	G1F13 | 18 JUN 21 | C | A | 13.0000000000	4c11fae0-1f30-11e9-a2d0-b3645e528b7a	IT0014745142		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		100	OCASPS	Y		1	G	Call	
-1	VARTA	Y	VAR1	VAR1	e35c54d6-1f2b-11e9-a2d0-b3645e528b7a	DE000A0TGJ55	VARTA AG	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	VAR1	Equity share	
-1	OESX 202009 P 2900	Y	OESX 202009 P 2900	OESX 202009 P 2900 | 18 SEP 20 | P | E | 2900.0000000000	b87aeaa2-ddc1-11e9-9eb0-e7766f5ef7bc	DE000C4FPPS5		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		10	OPEICS	Y		1	SX5E	Put	
-1	ASG5 202112 C 18	Y	ASG5 202112 C 18	ASG5 202112 C 18 | 16 DEC 21 | C | A | 18.0000000000	f4b1bfa0-1f30-11e9-a2d0-b3645e528b7a	DE000C0JF370		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		100	OCASPS	Y		1	G	Call	
-1	MIBO0L18000	Y	MIBO0L18000	MIBO0L18000 | 18 DEC 20 | C | E | 18000.0000000000	4c1305a2-1f30-11e9-a2d0-b3645e528b7a	IT0012710338		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		2.5	OCEICS	Y		1	FTMIB	Call	
-1	G0X12	Y	G0X12	G0X12 | 18 DEC 20 | P | A | 12.0000000000	4cf90548-1f30-11e9-a2d0-b3645e528b7a	IT0014337569		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		100	OPASPS	Y		1	G	Put	
-1	SPM0J2.20	Y	SPM0J2.20	SPM0J2.20 | 16 OCT 20 | C | A | 2.2000000000	47088b98-ca4e-11ea-bfb0-7047c6039bd4	IT0017259729		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1000	OCASPS	Y		1	SPM	Call	
-1		Y	BON OCT20 P 74  UBS	BON OCT20 P 74  UBS | 15 OCT 20 | P | E | 2551.7120000000	82597dcc-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y		1	SX5E	Put	
-1	BI CW PUT FTSE MIB 21000 E 180920	Y	I05860	I05860	40588bda-1659-11ea-b3f0-689a4e2fd020	IT0005392227	BANCA IMI	Equities	Rights	Warrants Put	0		2020-08-28	Warrants Put	Equities	Rights		1	RWXCPE	Y		1	FTMIB	Put warrant	
-1		Y	0_DJ_HLT C 924.88 25 - 5769	0_DJ_HLT C 924.88 25 - 5769 | 08 JUL 25 | C | E | 924.8800000000	298bcee2-c20e-11ea-b160-7d1a56fc20bf			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	IPB_JUL25_SXDP_CATM	1	SXDP	Call	
-1		N	FRE G47.91 21 - OTC EPSILON	FRE G47.91 21 - OTC EPSILON | 02 JUL 21 | C | E | 47.9100000000	3a710bb2-bd24-11ea-b0d0-9b6fd5f0ec96			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	DE0005785604	1	FRE	Call	30937069
-1	FCA0X12	Y	FCA0X12	FCA0X12 | 18 DEC 20 | P | A | 12.0000000000	4cdd09ec-1f30-11e9-a2d0-b3645e528b7a	IT0014335845		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	FCA	Put	
-1	OEXD 202012 C 127	Y	OEXD 202012 C 127	OEXD 202012 C 127 | 18 DEC 20 | C | E | 127.0000000000	fa81a0d0-1f30-11e9-a2d0-b3645e528b7a	DE000C1CPKC3		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		100	OCEFCS	Y		1	FEXD	Call	
-1	BI CW CALL GENERALI ASS 14,5 E 071220	Y	I06370	I06370	b3f63792-90e6-11ea-b430-b3e2b66d25c3	IT0005409237	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	G	Call warrant	
-1	ANTARES VISION	Y	AV	AV	1d6ec0d8-619d-11e9-b330-a3b5bfea9479	IT0005366601	ANTARES VISION	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	AV	Equity share	
-1	ALCOA ORD	Y	ALCOA USD	ALCOA USD	5a5b06d4-1f2e-11e9-a2d0-b3645e528b7a	US0138721065	0C5084	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	AA	Equity share	
-1	COVANTA HOLDING	Y	COVANTA HOLDING	COVANTA HOLDING	7d1bd392-5151-11e9-b8d0-ec23cf8de3db	US22282E1029		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	CVA	Equity share	
-1		Y	EPC SX6P JUL25 CCAP	EPC SX6P JUL25 CCAP | 29 JUL 25 | C | E | 471.4240000000	5972ccea-b1c1-11e9-85a0-6c935ab61161			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SX6P	Call	
-1	BI CW CALL FCA 16,5 E 010321	Y	I05938	I05938	40629a80-1659-11ea-b3f0-689a4e2fd020	IT0005393001	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	FCA	Call warrant	
-1		Y	OPT_SD3E NOV21 PATM - 3605	OPT_SD3E NOV21 PATM - 3605 | 23 NOV 21 | P | E | 1937.7400000000	603705e2-b093-11ea-bdb0-f7127f36688c			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y		1	SD3E	Put	
-1	TOLL BROTHERS O	Y	TOLL BROTHERS	TOLL BROTHERS	5aff0a90-1f2e-11e9-a2d0-b3645e528b7a	US8894781033	0B7686	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	TOL	Equity share	
-1	ENEL0L7.60	Y	ENEL0L7.60	ENEL0L7.60 | 18 DEC 20 | C | A | 7.6000000000	4d131b22-1f30-11e9-a2d0-b3645e528b7a	IT0014338534		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		500	OCASPS	Y		1	ENEL	Call	
-1	CARLSBERG B ORD	Y	CARLSBERG B	CARLSBERG B	5a3d0dd2-1f2e-11e9-a2d0-b3645e528b7a	DK0010181759	0A3258	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	CARLb	Equity share	
-1	ESTX AU&PT PR	Y	ESTX AU&PT PR	ESTX AU&PT PR	7d17db3e-5151-11e9-b8d0-ec23cf8de3db	EU0009658301		Equities	Referential Instruments	Indices	0		2020-08-28	Indices	Equities	Referential Instruments		1	TIXXXX	N		1	SXAE	Index	
-1	OESX 202412 P 3700	Y	OESX 202412 P 3700	OESX 202412 P 3700 | 20 DEC 24 | P | E | 3700.0000000000	f92dac9c-1f30-11e9-a2d0-b3645e528b7a	DE000P9856W5		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		10	OPEICS	Y		1	SX5E	Put	
-1		Y	DDAXK MAY23 CCAP	DDAXK MAY23 CCAP | 29 MAY 23 | C | E | 242.1252000000	7d2ba65e-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	GSUK	Call	
-1	WPP	Y	WPP	WPP	5ac73228-1f2e-11e9-a2d0-b3645e528b7a	JE00B8KF9B49	WPPWPP	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		0.01	ESXXXX	N		1	WPP	Equity share	
-1		Y	0_DJ_HLT C 594.916 27 - 5800	0_DJ_HLT C 594.916 27 - 5800 | 28 JUL 27 | C | E | 594.9164110000	cec6a54e-d357-11ea-b020-c0ba487f3c04			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	BDT_SXDP_JULY27_CPERF_7Y	1	SXDP	Call	
-1		Y	OPT_EP CED FTMIB JAN25 C50 2Y - 4842	OPT_EP CED FTMIB JAN25 C50 2Y - 4842 | 25 JAN 21 | C | E | 9885.7750000000	bc3cdf40-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	FTMIB	Call	
-1		Y	OPT_SD3E NOV21 CCAP - 3605	OPT_SD3E NOV21 CCAP - 3605 | 23 NOV 21 | C | E | 2770.9682000000	83cfd0ba-b093-11ea-bdb0-f7127f36688c			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1	BI CW CALL FCA 9 E 070920	Y	I06452	I06452	b3be165a-90e6-11ea-b430-b3e2b66d25c3	IT0005410060	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	FCA	Call warrant	
-1	FCA0L9	Y	FCA0L9	FCA0L9 | 18 DEC 20 | C | A | 9.0000000000	0179ef26-2554-11ea-af50-2dba816f6810	IT0016334598		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		500	OCASPS	Y		1	FCA	Call	
-1	MIBO0U20000	Y	MIBO0U20000	MIBO0U20000 | 18 SEP 20 | P | E | 20000.0000000000	88c21792-ddc9-11e9-9eb0-e7766f5ef7bc	IT0016089226		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		2.5	OPEICS	Y		1	FTMIB	Put	
-1		Y	BURGUNDY TECNOLOGY 	BURGUNDY TECNOLOGY 	1c68870e-e617-11ea-fe8e-e9a22313ec90	KYG1702T1325		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	BTAQU	Equity share	
-1		Y	J & J Snack Foods	J & J Snack Foods	481c79d2-9458-11ea-cf25-d0914cfd53a1	US4660321096		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	JJSF	Equity share	
-1	OESX 202212 C 4000	Y	OESX 202212 C 4000	OESX 202212 C 4000 | 16 DEC 22 | C | E | 4000.0000000000	f44b89ba-1f30-11e9-a2d0-b3645e528b7a	DE000C954EF7		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		10	OCEICS	Y		1	SX5E	Call	
-1		Y	OPT_SXKE SEP20 PATM - 3548	OPT_SXKE SEP20 PATM - 3548 | 03 SEP 20 | P | E | 377.6100000000	bb2cc9d0-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y		1	SXKE	Put	
-1	OEXD 202012 P 95	Y	OEXD 202012 P 95	OEXD 202012 P 95 | 18 DEC 20 | P | E | 95.0000000000	f9358d04-1f30-11e9-a2d0-b3645e528b7a	DE000P8BNNS0		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		100	OPEFCS	Y		1	FEXD	Put	
-1	G0I13.25	Y	G0I13.25	G0I13.25 | 18 SEP 20 | C | A | 13.2500000000	aaf6450c-e2a7-11ea-88e0-76012705c10a	IT0017307288		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		100	OCASPS	Y		1	G	Call	
-1	ENEL0I7.40	Y	ENEL0I7.40	ENEL0I7.40 | 18 SEP 20 | C | A | 7.4000000000	880da0f0-ddc9-11e9-9eb0-e7766f5ef7bc	IT0016051952		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		500	OCASPS	Y		1	ENEL	Call	
-1	ENI1X7.20	Y	ENI1X7.20	ENI1X7.20 | 17 DEC 21 | P | A | 7.2000000000	4c9480c8-1f30-11e9-a2d0-b3645e528b7a	IT0015168757		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	ENI	Put	
-1	BI CW CALL BPER BANCA 5,5 E 071220	Y	I05903	I05903	40790a36-1659-11ea-b3f0-689a4e2fd020	IT0005392656	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	BPE	Call warrant	
-1	VARIAN MEDICAL	Y	VARIAN MEDICAL	VARIAN MEDICAL	5a589cfa-1f2e-11e9-a2d0-b3645e528b7a	US92220P1057	0D0189	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	VAR	Equity share	
-1	LOWE'S COMPANIE	Y	LOWES COMPANIES	LOWES COMPANIES	5ad68034-1f2e-11e9-a2d0-b3645e528b7a	US5486611073	0C9659	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	LOW	Equity share	
-1		N	RDSA FEB23 CALL 13.885 OTC - EPSILON	RDSA FEB23 CALL 13.885 OTC - EPSILON | 13 FEB 23 | C | E | 13.8850000000	c1202798-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	GB00B03MLX29	1	ROY	Call	26855203
-1	TIT0X0.56	Y	TIT0X0.56	TIT0X0.56 | 18 DEC 20 | P | A | .5600000000	4cc097bc-1f30-11e9-a2d0-b3645e528b7a	IT0014336421		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1000	OPASPS	Y		1	TIT	Put	
-1		Y	CERT SD3E NOV25 BDT PUT100 BOND	CERT SD3E NOV25 BDT PUT100 BOND | 26 NOV 25 | P | E | 1905.5000000000	8112eaca-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Put	0		2020-08-28	Put	Equities	Options		1	OPEXCX	Y		1	SD3E	Put	
-1		Y	OPT_SX5E OCT22 CATM - 3893	OPT_SX5E OCT22 CATM - 3893 | 14 OCT 22 | C | E | 3008.7200000000	bba36752-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SX5E	Call	
-1		N	SD3E FEB21 CALL50 OTC - EPSILON	SD3E FEB21 CALL50 OTC - EPSILON | 11 FEB 21 | C | E | 954.4350000000	c11a2302-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	SD3E	1	SD3E	Call	26855077
-1	ROY 202312 P 22	Y	ROY 202312 P 22	ROY 202312 P 22 | 15 DEC 23 | P | A | 22.0000000000	fff823a4-1f30-11e9-a2d0-b3645e528b7a	DE000C249RK4		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		100	OPASPS	Y		1	ROY	Put	
-1	UNITY BIOTECHNO	Y	UNITY BIOTECHNO	UNITY BIOTECHNO	5b1a86f8-1f2e-11e9-a2d0-b3645e528b7a	US91381U1016	0G8797	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	UBX	Equity share	
-1		Y	0_EUR_BANK C 36.228 26 - 5609	0_EUR_BANK C 36.228 26 - 5609 | 25 MAR 26 | C | E | 36.2284780000	23daf06c-73f4-11ea-8b40-9f5ca9b415b9			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	BDT_SX7E_MAR27_CPERF_6Y	1	SX7E	Call	
-1	NOTORIOUS PICTURES	Y	NPI	NPI	ef9c39ba-1f2a-11e9-a2d0-b3645e528b7a	IT0005025355	NOTORIOUS PICTURES	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	NPI	Equity share	
-1	ENI0U8	Y	ENI0U8	ENI0U8 | 18 SEP 20 | P | A | 8.0000000000	73a25346-5c53-11ea-a7c0-339eae0b4931	IT0016588722		Equities	Options	Put	0		2020-08-28	Put	Equities	Options		500	OPASPS	Y		1	ENI	Put	
-1		N	ENEL MAR25 CALL 2.8475 OTC - EPSILON	ENEL MAR25 CALL 2.8475 OTC - EPSILON | 13 MAR 25 | C | E | 2.8475000000	bc4e5456-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	IT0003128367	1	ENEL	Call	27161266
-1	IMI - EP ESXX 50 31GE24	Y	EPC SX5E JAN24 MB	EPC SX5E JAN24 MB	26fb3078-39b6-11e9-aa00-490041a9bcec	XS1937625223		Equities	Miscellaneous	Combined Instruments	0		2020-08-28	Combined Instruments	Equities	Miscellaneous		1	MCMXXX	N		1	SX5E	Composite	
-1	IMI-EP 92 ESXX 50 02NV21	Y	EP3 SX5E OCT21 BDT	EP3 SX5E OCT21 BDT	342ada48-1f2e-11e9-a2d0-b3645e528b7a	XS1297874577		Equities	Miscellaneous	Combined Instruments	0		2020-08-28	Combined Instruments	Equities	Miscellaneous		1	MCMXXX	N	SARANDRIA	1	SX5E	Composite	
-1		Y	OPT_DJGT FEB23 C 130 - 4448	OPT_DJGT FEB23 C 130 - 4448 | 24 FEB 23 | C | E | 399.6200000000	bbe753d6-9e9d-11ea-a0a0-6b77645bee53			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	DJGT	Call	
-1		Y	K12	K12	cb0ac375-5e31-11ea-c63d-036902a9a7a0	US48273U1025		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	LRN	Equity share	
-1		N	OTC SD3E C2100 DEC22 - JPM	OTC SD3E C2100 DEC22 - JPM | 16 DEC 22 | C | E | 2100.0000000000	b9a2699a-7710-11e9-9400-98972329be46			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y	SD3E	1	SD3E	Call	22827274
-1	BI CW CALL AZIMUT 20 E 010321	Y	I06394	I06394	b3bd8154-90e6-11ea-b430-b3e2b66d25c3	IT0005409476	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	AZM	Call warrant	
-1		Y	CERT SD3E NOV25 BDT CALL100 BOND	CERT SD3E NOV25 BDT CALL100 BOND | 26 NOV 25 | C | E | 1905.5000000000	8112d3aa-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1		Y	SD3E MAY25 C100 BOND	SD3E MAY25 C100 BOND | 28 MAY 25 | C | E | 2010.2300000000	89c8dad0-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1		Y	Livongo Health Inc	Livongo Health Inc	69b7adfd-96ba-11ea-fb5c-12e5a42f2495	US5391831030		Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	LVGO	Equity share	
-1	ROY 202312 C 22	Y	ROY 202312 C 22	ROY 202312 C 22 | 15 DEC 23 | C | A | 22.0000000000	fff81ea4-1f30-11e9-a2d0-b3645e528b7a	DE000C249RJ6		Equities	Options	Call	0		2020-08-28	Call	Equities	Options		100	OCASPS	Y		1	ROY	Call	
-1		Y	SD3E JUL24 CALL0 BOND	SD3E JUL24 CALL0 BOND | 29 JUL 24 | C | E | .0001000000	732c2534-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	SD3E	Call	
-1		Y	EP3 G NOV23 CALL0 BOND	EP3 G NOV23 CALL0 BOND | 17 NOV 23 | C | E | .0001000000	8460d318-62b4-11e9-b160-4ad6f9df0bf5			Equities	Options	Call	0		2020-08-28	Call	Equities	Options		1	OCEXCX	Y		1	G	Call	
-1	REPLY	Y	REY	REY	ef9e0b78-1f2a-11e9-a2d0-b3645e528b7a	IT0005282865	REPLY	Equities	Equities	Common/Ordinary shares	0		2020-08-28	Common/Ordinary shares	Equities	Equities		1	ESXXXX	N		1	REY	Equity share	
-1	BI CW CALL GENERALI ASS 22 E 070920	Y	I05868	I05868	4071323e-1659-11ea-b3f0-689a4e2fd020	IT0005392300	BANCA IMI	Equities	Rights	Warrants Call	0		2020-08-28	Warrants Call	Equities	Rights		1	RWXCCE	Y		1	G	Call warrant	
