Bof_20200828
AMERICAN_EUROPEAN	CURRENCY	DEALID_FE	DELIVERY_DATE	DESCRIPTION	EXERCISE_STYLE	EXPIRY	EXPIRY_LABEL	F_CALL_PUT	F_CASH_DELIVERY	F_QUANTO	FORWARD_START_DATE	FORWARD_START_STYLE	INSTRUMENTID_FE	LAST_TRADING_DATE	LOTSIZE	PORTFOLIOID	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	STARTDATE	STRIKE	TRADE_DATE	UNDERLYINGID	FORWARD_START_END_DATE	IS_FORWARD_START	QUANTO_CURR	NOMINAL	DIVIDENDID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_UNDERLYING_ID	TBRICKS_DIVIDEND_ID	INITIAL_PRICE	ISSUE_ID
A	EUR	-1		ENI2L11	A	2022-12-16	DEC 22	C	P			0	ENI2L11 | 16 DEC 22 | C | A | 11.0000000000		500		2020-08-28	Call	Equities	Options		11		ENI		N			ENI	9926d728-494d-11e9-9970-3027219c6795	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		MIBO0J22500	E	2020-10-16	OCT 20	C	C			0	MIBO0J22500 | 16 OCT 20 | C | E | 22500.0000000000		2.5		2020-08-28	Call	Equities	Options		22500		FIB0I | SEP 20		N			FTSE MIB	3f068f76-ca4e-11ea-bfb0-7047c6039bd4	87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc	7d286b02-5151-11e9-b8d0-ec23cf8de3db	0	
E	USD	-1			E	2026-03-05	MAR 26	C	C			0	S&P500 C 2746.56 26 - 5567 | 05 MAR 26 | C | E | 2746.5600000000		1		2020-08-28	Call	Equities	Options		2746.56		EMINI S&P SEP0 | SEP 20		N			S&P 500 INDEX	7f20a998-6301-11ea-b6e0-21f801bdce02	93b981ba-9645-11e9-a180-91725b79faed	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		MB0I5.20	A	2020-09-18	SEP 20	C	P			0	MB0I5.20 | 18 SEP 20 | C | A | 5.2000000000		500		2020-08-28	Call	Equities	Options		5.2		MB		N			MB	c67e46ca-629c-11ea-b360-e4afb098eae1	ef9cb372-1f2a-11e9-a2d0-b3645e528b7a	ef9cb372-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		LDO0I6	A	2020-09-18	SEP 20	C	P			0	LDO0I6 | 18 SEP 20 | C | A | 6.0000000000		500		2020-08-28	Call	Equities	Options		6		LDO		N			LDO	c62447b0-629c-11ea-b360-e4afb098eae1	efa08e84-1f2a-11e9-a2d0-b3645e528b7a	efa08e84-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		BI CW CALL FCA 13 E 070621	E	2021-06-07	JUN 21	C	C			0	I06461		0.1		2020-08-28	Warrants Call	Equities	Rights		13		FCA		N			FCA	b3a3a6c6-90e6-11ea-b430-b3e2b66d25c3	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2023-12-15	DEC 23	P	P			0	0_EUR_SELDIV X2000 23 - OTC JPM | 15 DEC 23 | P | E | 2000.0000000000		1		2020-08-28	Put	Equities	Options		2000		ESTX SD 30 PR		N			ESTX SD 30 PR	bb3a44ee-7710-11e9-9400-98972329be46	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		G0I13	A	2020-09-18	SEP 20	C	P			0	G0I13 | 18 SEP 20 | C | A | 13.0000000000		100		2020-08-28	Call	Equities	Options		13		G		N			G	06f799fc-e4dc-11e9-a670-969e6de33b26	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		BI CW CALL ENI 16 E 071220	E	2020-12-07	DEC 20	C	C			0	I06149		0.1		2020-08-28	Warrants Call	Equities	Rights		16		ENI		N			ENI	d3cf9d74-5211-11ea-8640-38c7f938b954	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2022-01-25	JAN 22	C	C			0	OPT_EP CED FTMIB JAN25 C50 3Y - 4842 | 25 JAN 22 | C | E | 9885.7750000000		1		2020-08-28	Call	Equities	Options		9885.775		FIB0I | SEP 20		N			FTSE MIB	bc3f8b3c-9e9d-11ea-a0a0-6b77645bee53	87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc	7d286b02-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		BAY 202012 C 76	A	2020-12-18	DEC 20	C	P			0	BAY 202012 C 76 | 18 DEC 20 | C | A | 76.0000000000		100		2020-08-28	Call	Equities	Options		76		BAY		N			BAY	f5dcc5d2-1f30-11e9-a2d0-b3645e528b7a	efa18f50-1f2a-11e9-a2d0-b3645e528b7a	efa18f50-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		BI CW CALL AZIMUT 20,5 E 071220	E	2020-12-07	DEC 20	C	C			0	I06393		0.1		2020-08-28	Warrants Call	Equities	Rights		20.5		AZM		N			AZM	b3a2a0be-90e6-11ea-b430-b3e2b66d25c3	ef9e7360-1f2a-11e9-a2d0-b3645e528b7a	ef9e7360-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		BI CW CALL FTSE MIB 26500 E 180920	E	2020-09-18	SEP 20	C	C			0	I05849		0.0001		2020-08-28	Warrants Call	Equities	Rights		26500		FIB0I | SEP 20		N			FTSE MIB	406c0476-1659-11ea-b3f0-689a4e2fd020	87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc	7d286b02-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		BI CW CALL GENERALI ASS 15 E 070920	E	2020-09-07	SEP 20	C	C			0	I06368		0.1		2020-08-28	Warrants Call	Equities	Rights		15		G		N			G	b3d8ae84-90e6-11ea-b430-b3e2b66d25c3	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2022-04-28	APR 22	P	C			0	OPT_SX5E APR22 PATM - 3727 | 28 APR 22 | P | E | 3028.2100000000		1		2020-08-28	Put	Equities	Options		3028.21		FESX 202009 | SEP 20		N			ESTX 50 PR	bb787d1c-9e9d-11ea-a0a0-6b77645bee53	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		OESX 202012 P 2500	E	2020-12-18	DEC 20	P	C			0	OESX 202012 P 2500 | 18 DEC 20 | P | E | 2500.0000000000		10		2020-08-28	Put	Equities	Options		2500		FESX 202009 | SEP 20		N			ESTX 50 PR	f38135e8-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2022-02-21	FEB 22	P	C			0	SX5E DEC21 PATM | 21 FEB 22 | P | E | 2929.1600000000		1		2020-08-28	Put	Equities	Options		2929.16		FESX 202009 | SEP 20		N			ESTX 50 PR	7b770c9a-62b4-11e9-b160-4ad6f9df0bf5	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		MIBO0U19000	E	2020-09-18	SEP 20	P	C			0	MIBO0U19000 | 18 SEP 20 | P | E | 19000.0000000000		2.5		2020-08-28	Put	Equities	Options		19000		FIB0I | SEP 20		N			FIB0I | SEP 20	881aaa52-ddc9-11e9-9eb0-e7766f5ef7bc	87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc	87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc	0	
A	EUR	-1			A	2022-12-16	DEC 22	P	P			0	TOT X40 Dec22 - OTC - EQ_STRUTT | 16 DEC 22 | P | A | 40.0000000000		1		2020-08-28	Put	Equities	Options		40		TOTAL		N			TOTAL	34fe62b4-85a9-11e9-bc50-d8e42f759887	ef9c7be6-1f2a-11e9-a2d0-b3645e528b7a	ef9c7be6-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		G0X14.50	A	2020-12-18	DEC 20	P	P			0	G0X14.50 | 18 DEC 20 | P | A | 14.5000000000		100		2020-08-28	Put	Equities	Options		14.5		G		N			G	00cd4a0a-2554-11ea-af50-2dba816f6810	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		UCG0X12	A	2020-12-18	DEC 20	P	P			0	UCG0X12 | 18 DEC 20 | P | A | 12.0000000000		500		2020-08-28	Put	Equities	Options		12		UCG		N			UCG	4c319cd8-1f30-11e9-a2d0-b3645e528b7a	efa29670-1f2a-11e9-a2d0-b3645e528b7a	efa29670-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2021-02-11	FEB 21	C	C			0	ENEL FEB21 CALL 2.63 OTC - EPSILON | 11 FEB 21 | C | E | 2.6300000000		1		2020-08-28	Call	Equities	Options		2.63		ENEL		N			ENEL	c11d2c50-7710-11e9-9400-98972329be46	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2024-11-27	NOV 24	C	C			0	SD3E NOV24 CALL0 BOND | 27 NOV 24 | C | E | .0001000000		1		2020-08-28	Call	Equities	Options		0.0001		ESTX SD 30 PR		N			ESTX SD 30 PR	75d3155e-62b4-11e9-b160-4ad6f9df0bf5	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
A	USD	-1		D Jan1 85.0 C	A	2021-01-15	JAN 21	C	P			0	D Jan1 85.0 C | 15 JAN 21 | C | A | 85.0000000000		100		2020-08-28	Call	Equities	Options		85		DOMINON ENRG INC		N			DOMINON ENRG INC	6ccad2e8-428e-11ea-89d0-6d19cd05d8c6	5aad8a94-1f2e-11e9-a2d0-b3645e528b7a	5aad8a94-1f2e-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2021-03-15	MAR 21	C	C			0	ENEL MAR21 CALL 2.8475 OTC - EPSILON | 15 MAR 21 | C | E | 2.8475000000		1		2020-08-28	Call	Equities	Options		2.8475		ENEL		N			ENEL	bc4dee62-7710-11e9-9400-98972329be46	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2025-05-06	MAY 25	C	C			0	SD3E MAY25 C0 BOND | 06 MAY 25 | C | E | .0001000000		1		2020-08-28	Call	Equities	Options		0.0001		ESTX SD 30 PR		N			ESTX SD 30 PR	b251e31e-7710-11e9-9400-98972329be46	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2020-09-03	SEP 20	P	C			0	SXKE SEP20 P90 | 03 SEP 20 | P | E | 339.8500000000		1		2020-08-28	Put	Equities	Options		339.85		ESTX TELC PR		N			ESTX TELC PR	82255eca-62b4-11e9-b160-4ad6f9df0bf5	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		OESX 202112 C 3900	E	2021-12-17	DEC 21	C	C			0	OESX 202112 C 3900 | 17 DEC 21 | C | E | 3900.0000000000		10		2020-08-28	Call	Equities	Options		3900		FESX 202009 | SEP 20		N			ESTX 50 PR	f9c5994e-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
X	EUR	-1		BI EUS50CP3326,6CE120923	X	2023-09-08	SEP 23	X	C			0	EPC SX5E OCT23 IPB		1		2020-08-28	Combined Instruments	Equities	Miscellaneous		0		FESX 202009 | SEP 20		N			ESTX 50 PR	ef538946-1f2e-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	1000	
A	EUR	-1		ENEL0X7.60	A	2020-12-18	DEC 20	P	P			0	ENEL0X7.60 | 18 DEC 20 | P | A | 7.6000000000		500		2020-08-28	Put	Equities	Options		7.6000000000000005		ENEL		N			ENEL	4ccb36e0-1f30-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	0	
A	USD	-1		8ES DEC0 3900 C	A	2020-12-18	DEC 20	C	P			0	8ES DEC0 3900 C | 18 DEC 20 | C | A | 3900.0000000000		50		2020-08-28	Call	Equities	Options		3900		EMINI S&P SEP0 | SEP 20		N			EMINI S&P SEP0 | SEP 20	9995ee58-d18a-11ea-a100-402102c1e5a3	93b981ba-9645-11e9-a180-91725b79faed	93b981ba-9645-11e9-a180-91725b79faed	0	
E	EUR	-1		BI CW PUT FTSE MIB 14000 E 181220	E	2020-12-18	DEC 20	P	C			0	I06356		0.0001		2020-08-28	Warrants Put	Equities	Rights		14000		FIB0I | SEP 20		N			FTSE MIB	b3e81716-90e6-11ea-b430-b3e2b66d25c3	87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc	7d286b02-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2025-12-23	DEC 25	C	C			0	OPT_EP CED DEC25 SX5E DEC25 CALL50 7Y - 4815 | 23 DEC 25 | C | E | 1493.2650000000		1		2020-08-28	Call	Equities	Options		1493.265		FESX 202009 | SEP 20		N			ESTX 50 PR	bc32c834-9e9d-11ea-a0a0-6b77645bee53	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		BAS 202212 P 52	A	2022-12-16	DEC 22	P	P			0	BAS 202212 P 52 | 16 DEC 22 | P | A | 52.0000000000		100		2020-08-28	Put	Equities	Options		52		BASF		N			BASF	f64981c2-1f30-11e9-a2d0-b3645e528b7a	efa3354e-1f2a-11e9-a2d0-b3645e528b7a	efa3354e-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2022-02-16	FEB 22	C	C			0	EP CED SX5E FEB26 C50 3Y | 16 FEB 22 | C | E | 1635.2750000000		1		2020-08-28	Call	Equities	Options		1635.275		FESX 202009 | SEP 20		N			ESTX 50 PR	817f38b0-62b4-11e9-b160-4ad6f9df0bf5	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		LHA 202106 P 9	A	2021-06-18	JUN 21	P	P			0	LHA 202106 P 9 | 18 JUN 21 | P | A | 9.0000000000		100		2020-08-28	Put	Equities	Options		9		LUFTHANSA		N			LUFTHANSA	5de12276-4ef2-11ea-8fe0-d68eec1756f8	ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a	ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a	0	
X	EUR	-1		IMI - EP80 GENERALI 05LG21	X	2021-06-29	JUN 21	X	C			0	EPC G JUN21 UBI		1		2020-08-28	Combined Instruments	Equities	Miscellaneous		14.6		G		N			G	cd408070-c347-11ea-98a0-05bde453237d	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	1000	
A	EUR	-1		SIE 202106 C 120	A	2021-06-18	JUN 21	C	P			0	SIE 202106 C 120 | 18 JUN 21 | C | A | 120.0000000000		100		2020-08-28	Call	Equities	Options		120		SIEMENS		N			SIEMENS	03a803a2-1f31-11e9-a2d0-b3645e528b7a	ef9f9150-1f2a-11e9-a2d0-b3645e528b7a	ef9f9150-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		OESU 202212 P 250	E	2022-12-16	DEC 22	P	C			0	OESU 202212 P 250 | 16 DEC 22 | P | E | 250.0000000000		50		2020-08-28	Put	Equities	Options		250		ESTX UTIL PR		N			ESTX UTIL PR	faa5fb2e-1f30-11e9-a2d0-b3645e528b7a	7d17b12c-5151-11e9-b8d0-ec23cf8de3db	7d17b12c-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2023-03-13	MAR 23	C	C			0	RDSA MAR23 CALL 14.45 OTC - EPSILON | 13 MAR 23 | C | E | 14.4500000000		1		2020-08-28	Call	Equities	Options		14.45		ROYAL DUTCH SHELLA		N			ROYAL DUTCH SHELLA	bc6780e8-7710-11e9-9400-98972329be46	6e47d652-1f2b-11e9-a2d0-b3645e528b7a	6e47d652-1f2b-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2025-04-17	APR 25	C	C			0	DJES50 C 2834.9 25 - 5631 | 17 APR 25 | C | E | 2834.9000000000		1		2020-08-28	Call	Equities	Options		2834.9		FESX 202009 | SEP 20		N			ESTX 50 PR	8c72e7b4-8548-11ea-b480-2fb2cc0a828d	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	USD	-1			E	2020-09-03	SEP 20	C	C			0	DJGT SEP20 C0 BOND | 03 SEP 20 | C | E | .0001000000		1		2020-08-28	Call	Equities	Options		0.0001		DJ GBL TITANS		N			DJ GBL TITANS	822ad35a-62b4-11e9-b160-4ad6f9df0bf5	7d16d46e-5151-11e9-b8d0-ec23cf8de3db	7d16d46e-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		TEN0I5.20	A	2020-09-18	SEP 20	C	P			0	TEN0I5.20 | 18 SEP 20 | C | A | 5.2000000000		500		2020-08-28	Call	Equities	Options		5.2		TEN		N			TEN DIVIDENDS	c9959bc4-629c-11ea-b360-e4afb098eae1	ef9d4896-1f2a-11e9-a2d0-b3645e528b7a	7f396710-e9af-11e9-993e-529049f1f1bb	0	
E	EUR	-1			E	2023-05-29	MAY 23	C	C			0	DDAXK MAY23 CALL0 BOND | 29 MAY 23 | C | E | .0001000000		1		2020-08-28	Call	Equities	Options		0.0001		DIVDAX PR		N			DDAXK Spot	7d2a353a-62b4-11e9-b160-4ad6f9df0bf5	7d16f886-5151-11e9-b8d0-ec23cf8de3db	87983700-838a-11e9-bb43-ebb3a6db3c87	0	
E	EUR	-1			E	2023-01-27	JAN 23	P	C			0	SD3E JAN23 P100 BOND | 27 JAN 23 | P | E | 1982.8200000000		1		2020-08-28	Put	Equities	Options		1982.8200000000002		ESTX SD 30 PR		N			ESTX SD 30 PR	8148cf78-62b4-11e9-b160-4ad6f9df0bf5	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2022-09-12	SEP 22	P	C			0	OPT_SX6E SEP22 PATM - 3870 | 12 SEP 22 | P | E | 249.2400000000		1		2020-08-28	Put	Equities	Options		249.24		ESTX UTIL PR		N			ESTX UTIL PR	bb974c2e-9e9d-11ea-a0a0-6b77645bee53	7d17b12c-5151-11e9-b8d0-ec23cf8de3db	7d17b12c-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		BI CW CALL ATLANTIA 27 E 070920	E	2020-09-07	SEP 20	C	C			0	I06175		0.1		2020-08-28	Warrants Call	Equities	Rights		27		ATL		N			ATL	d3955434-5211-11ea-8640-38c7f938b954	efa0e424-1f2a-11e9-a2d0-b3645e528b7a	efa0e424-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		BI CW CALL UNICREDIT 7,4 E 070920	E	2020-09-07	SEP 20	C	C			0	I06512		0.1		2020-08-28	Warrants Call	Equities	Rights		7.4		UCG		N			UCG	b3e99c08-90e6-11ea-b430-b3e2b66d25c3	efa29670-1f2a-11e9-a2d0-b3645e528b7a	efa29670-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2025-07-29	JUL 25	C	C			0	EPC SX6P JUL25 C100 BOND | 29 JUL 25 | C | E | 325.1200000000		1		2020-08-28	Call	Equities	Options		325.12		STXE 600 UTIL PR		N			STXE 600 UTIL PR	5971660c-b1c1-11e9-85a0-6c935ab61161	7d17b5d2-5151-11e9-b8d0-ec23cf8de3db	7d17b5d2-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		SNW 202106 C 100	A	2021-06-18	JUN 21	C	P			0	SNW 202106 C 100 | 18 JUN 21 | C | A | 100.0000000000		100		2020-08-28	Call	Equities	Options		100		SANOFI		N			SANOFI	fd88777c-1f30-11e9-a2d0-b3645e528b7a	efa3e2d2-1f2a-11e9-a2d0-b3645e528b7a	efa3e2d2-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2025-04-24	APR 25	C	C			0	CERT SD3E APR26 BDT C66.66 6Y | 24 APR 25 | C | E | 1363.5535000000		1		2020-08-28	Call	Equities	Options		1363.5535		ESTX SD 30 PR		N			ESTX SD 30 PR	b9c20af2-7710-11e9-9400-98972329be46	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		LHA 202009 P 11	A	2020-09-18	SEP 20	P	P			0	LHA 202009 P 11 | 18 SEP 20 | P | A | 11.0000000000		100		2020-08-28	Put	Equities	Options		11		LUFTHANSA		N			LUFTHANSA	b8afd2b2-ddc1-11e9-9eb0-e7766f5ef7bc	ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a	ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1		OESX 202212 P 3000	E	2022-12-16	DEC 22	P	C			0	OESX 202212 P 3000 | 16 DEC 22 | P | E | 3000.0000000000		10		2020-08-28	Put	Equities	Options		3000		FESX 202009 | SEP 20		N			ESTX 50 PR	f448761c-1f30-11e9-a2d0-b3645e528b7a	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2020-09-23	SEP 20	P	C			0	EP3 SXDP SEPT20 BDT PUT 100 BOND | 23 SEP 20 | P | E | 740.8100000000		1		2020-08-28	Put	Equities	Options		740.8100000000001		STXE 600 HECR PR		N			STXE 600 HECR PR	822fb29f-62b4-11e9-b160-4ad6f9df0bf5	7d17ee58-5151-11e9-b8d0-ec23cf8de3db	7d17ee58-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		BI CW CALL LEONARDO 6,5 E 070920	E	2020-09-07	SEP 20	C	C			0	I06463		0.1		2020-08-28	Warrants Call	Equities	Rights		6.5		LDO		N			LDO	b393e952-90e6-11ea-b430-b3e2b66d25c3	efa08e84-1f2a-11e9-a2d0-b3645e528b7a	efa08e84-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2020-09-25	SEP 20	C	C			0	OPT_EP3 G SEPT20 CALL148 - 3889 | 25 SEP 20 | C | E | 16.1616000000		1		2020-08-28	Call	Equities	Options		16.1616		G		N			G	bb9f24c6-9e9d-11ea-a0a0-6b77645bee53	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		G0L13	A	2020-12-18	DEC 20	C	P			0	G0L13 | 18 DEC 20 | C | A | 13.0000000000		100		2020-08-28	Call	Equities	Options		13		G		N			G	4d507c06-1f30-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	ef9f4880-1f2a-11e9-a2d0-b3645e528b7a	0	
A	USD	-1		MU Oct0 55.0 C	A	2020-10-16	OCT 20	C	P			0	MU Oct0 55.0 C | 16 OCT 20 | C | A | 55.0000000000		100		2020-08-28	Call	Equities	Options		55		MICRON TECH USD		N			MICRON TECH USD	cb0e7126-e788-11ea-9ac0-60eee92da03a	5b15da18-1f2e-11e9-a2d0-b3645e528b7a	5b15da18-1f2e-11e9-a2d0-b3645e528b7a	0	
E	USD	-1			E	2023-02-24	FEB 23	C	C			0	DJGT FEB23 C100 BOND | 24 FEB 23 | C | E | 307.4000000000		1		2020-08-28	Call	Equities	Options		307.4		DJ GBL TITANS		N			DJ GBL TITANS	7626f3f4-62b4-11e9-b160-4ad6f9df0bf5	7d16d46e-5151-11e9-b8d0-ec23cf8de3db	7d16d46e-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2025-05-28	MAY 25	C	C			0	OPT_SD3E MAY25 CATM - 4542 | 28 MAY 25 | C | E | 2010.2300000000		1		2020-08-28	Call	Equities	Options		2010.23		ESTX SD 30 PR		N			ESTX SD 30 PR	bbee7d32-9e9d-11ea-a0a0-6b77645bee53	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1		BI CW CALL ENEL 7,8 E 010321	E	2021-03-01	MAR 21	C	C			0	I06427		0.1		2020-08-28	Warrants Call	Equities	Rights		7.8		ENEL		N			ENEL	b3a6acc2-90e6-11ea-b430-b3e2b66d25c3	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		ENEL2X7.60	A	2022-12-16	DEC 22	P	P			0	ENEL2X7.60 | 16 DEC 22 | P | A | 7.6000000000		500		2020-08-28	Put	Equities	Options		7.6000000000000005		ENEL		N			ENEL	98ae23a0-494d-11e9-9970-3027219c6795	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	0	
E	EUR	-1			E	2022-02-11	FEB 22	C	C			0	SX5E FEB22 CALL50 OTC - EPSILON | 11 FEB 22 | C | E | 1622.3950000000		1		2020-08-28	Call	Equities	Options		1622.395		FESX 202009 | SEP 20		N			ESTX 50 PR	c1152140-7710-11e9-9400-98972329be46	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a	7d4bd0ec-5151-11e9-b8d0-ec23cf8de3db	0	
E	EUR	-1			E	2024-03-22	MAR 24	C	C			0	0_EUR_BANK C 65.822 24 - 5609 | 22 MAR 24 | C | E | 65.8220420000		1		2020-08-28	Call	Equities	Options		65.822042		FESB 202009 | SEP 20		N			ESTX BNK PR	23ebf3d0-73f4-11ea-8b40-9f5ca9b415b9	4997fdf0-254c-11ea-af50-2dba816f6810	7d17bed8-5151-11e9-b8d0-ec23cf8de3db	0	
A	EUR	-1		ENEL0I9.50	A	2020-09-18	SEP 20	C	P			0	ENEL0I9.50 | 18 SEP 20 | C | A | 9.5000000000		500		2020-08-28	Call	Equities	Options		9.5		ENEL		N			ENEL	fbfe426c-3378-11ea-95c0-2960d205e8b1	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	0	
A	EUR	-1		UCG0L12	A	2020-12-18	DEC 20	C	P			0	UCG0L12 | 18 DEC 20 | C | A | 12.0000000000		500		2020-08-28	Call	Equities	Options		12		UCG		N			UCG	4d979a46-1f30-11e9-a2d0-b3645e528b7a	efa29670-1f2a-11e9-a2d0-b3645e528b7a	efa29670-1f2a-11e9-a2d0-b3645e528b7a	0	
A	USD	-1		SPY Nov0 355.0 C	A	2020-11-20	NOV 20	C	P			0	SPY Nov0 355.0 C | 20 NOV 20 | C | A | 355.0000000000		100		2020-08-28	Call	Equities	Options		355		SPDR S&P 500		N			SPDR S&P 500	0d2aa570-e348-11e9-8960-82c5fd908c3a	5af1c470-1f2e-11e9-a2d0-b3645e528b7a	5af1c470-1f2e-11e9-a2d0-b3645e528b7a	0	
