Bof_20200828
CLEARING_CENTER_NAME	CURRENCY	DESCRIPTION	F_QDIRTY	INSTRUMENTID_FE	ISIN	ISS_DATE	ISS_NUM	ISSUERID	LOTSIZE	MKT_SETTL_TYPE	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	UNDERLYINGID_FE	DIVIDENDID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_UNDERLYING_ID	TBRICKS_DIVIDEND_ID	F_IS_ETF
	USD		0	MELLANOX TECH	IL0011017329		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MELLANOX TECH	MELLANOX TECH	25197d5c-514c-11e9-b8d0-ec23cf8de3db	25197d5c-514c-11e9-b8d0-ec23cf8de3db	25197d5c-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	ESTX TELC PR	0	ESTX TELC PR	EU0009658566		0		50	Cash	2020-08-28	Indices	Equities	Referential Instruments	ESTX TELC PR	ESTX TELC PR	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db	N
	EUR	EL.EN.	0	ELN	IT0005188336	2008-11-10	0	EL.EN.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ELN	ELN	efa054fa-1f2a-11e9-a2d0-b3645e528b7a	efa054fa-1f2a-11e9-a2d0-b3645e528b7a	efa054fa-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	COTY CL A ORD	0	Coty Inc	US2220702037	2018-01-18	0	0C6885	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Coty Inc	Coty Inc	5aeae574-1f2e-11e9-a2d0-b3645e528b7a	5aeae574-1f2e-11e9-a2d0-b3645e528b7a	5aeae574-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	LULULEMON ATHLE	0	LULULEMON ATHLCA	US5500211090	2018-01-24	0	0B6383	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	LULULEMON ATHLCA	LULULEMON ATHLCA	5ac4e8ba-1f2e-11e9-a2d0-b3645e528b7a	5ac4e8ba-1f2e-11e9-a2d0-b3645e528b7a	5ac4e8ba-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	GLOBAL PAYMENTS	0	GLOBL PAYMNTS	US37940X1028	2018-01-18	0	0B6669	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	GLOBL PAYMNTS	GLOBL PAYMNTS	5ac0ea9e-1f2e-11e9-a2d0-b3645e528b7a	5ac0ea9e-1f2e-11e9-a2d0-b3645e528b7a	5ac0ea9e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	OMEGA HEALTHCAR	0	OMEGA HEALTHCRE	US6819361006	2018-01-15	0	0C7093	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	OMEGA HEALTHCRE	OMEGA HEALTHCRE	5aee6cb2-1f2e-11e9-a2d0-b3645e528b7a	5aee6cb2-1f2e-11e9-a2d0-b3645e528b7a	5aee6cb2-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	FERRARI N V	0	FERRARI N V	000000000000		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	FERRARI N V	FERRARI N V	25161afe-514c-11e9-b8d0-ec23cf8de3db	25161afe-514c-11e9-b8d0-ec23cf8de3db	25161afe-514c-11e9-b8d0-ec23cf8de3db	N
	USD	O'REILLY AUTOMO	0	O REILLY AUTO	US67103H1077	2018-01-18	0	0D1213	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	O REILLY AUTO	O REILLY AUTO	5a679ad4-1f2e-11e9-a2d0-b3645e528b7a	5a679ad4-1f2e-11e9-a2d0-b3645e528b7a	5a679ad4-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	INTUITIVE SURGI	0	INTUITIVE SURG	US46120E6023	2018-01-15	0	0A8011	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	INTUITIVE SURG	INTUITIVE SURG	5ae58ab6-1f2e-11e9-a2d0-b3645e528b7a	5ae58ab6-1f2e-11e9-a2d0-b3645e528b7a	5ae58ab6-1f2e-11e9-a2d0-b3645e528b7a	N
	CHF	SONOVA HOLDING	0	SONOVA H AG	CH0012549785	2014-03-05	0	0A7508	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SONOVA H AG	SONOVA H AG	5a5bf44a-1f2e-11e9-a2d0-b3645e528b7a	5a5bf44a-1f2e-11e9-a2d0-b3645e528b7a	5a5bf44a-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	MCCORMICK ORD	0	MCCORMICK & CO	US5797802064	2018-01-18	0	0C0947	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MCCORMICK & CO	MCCORMICK & CO	5b11f9c0-1f2e-11e9-a2d0-b3645e528b7a	5b11f9c0-1f2e-11e9-a2d0-b3645e528b7a	5b11f9c0-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	TRIPADVISOR ORD	0	TRIPADVISOR INC USD	US8969452015	2018-01-18	0	0A8039	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TRIPADVISOR INC USD	TRIPADVISOR INC USD	5af1e360-1f2e-11e9-a2d0-b3645e528b7a	5af1e360-1f2e-11e9-a2d0-b3645e528b7a	5af1e360-1f2e-11e9-a2d0-b3645e528b7a	N
	CHF	SWATCH GROUP OR	0	SWATCH GROUP OLD	CH0012255151	2014-03-05	0	0A9529	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SWATCH GROUP OLD	SWATCH GROUP OLD	5abbe4ea-1f2e-11e9-a2d0-b3645e528b7a	5abbe4ea-1f2e-11e9-a2d0-b3645e528b7a	5abbe4ea-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	AEROPORTO GUGLIELMO MARCONI DI BOLOGNA	0	ADB	IT0001006128	2015-07-14	0	AEROPORTO DI BOLOGNA	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ADB	ADB	efa15314-1f2a-11e9-a2d0-b3645e528b7a	efa15314-1f2a-11e9-a2d0-b3645e528b7a	efa15314-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	US BANCORP ORD	0	US BANCORP	US9029733048	2018-01-18	0	0B7771	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	US BANCORP	US BANCORP	5ac10e98-1f2e-11e9-a2d0-b3645e528b7a	5ac10e98-1f2e-11e9-a2d0-b3645e528b7a	5ac10e98-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	AMNEAL PHRMCTCLS	0	Amneal Pharmaceuticals	US03168L1052		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Amneal Pharmaceuticals	Amneal Pharmaceuticals	2584bd06-514c-11e9-b8d0-ec23cf8de3db	2584bd06-514c-11e9-b8d0-ec23cf8de3db	2584bd06-514c-11e9-b8d0-ec23cf8de3db	N
	USD		0	CryoLife	US2289031005		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CryoLife	CryoLife	e2f2df01-4f35-11ea-0522-f1d79e91b88a	e2f2df01-4f35-11ea-0522-f1d79e91b88a	e2f2df01-4f35-11ea-0522-f1d79e91b88a	N
	EUR	ESTX OIL&G PR	0	ESTX OIL&G PR	EU0009658400		0		50	Cash	2020-08-28	Indices	Equities	Referential Instruments	ESTX OIL&G PR	ESTX OIL&G PR	7d17f808-5151-11e9-b8d0-ec23cf8de3db	7d17f808-5151-11e9-b8d0-ec23cf8de3db	7d17f808-5151-11e9-b8d0-ec23cf8de3db	N
	USD		0	CPRI	VGG1890L1076		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CPRI	CPRI	49895ab4-9f1b-11e9-a820-613b1ee7f531	49895ab4-9f1b-11e9-a820-613b1ee7f531	49895ab4-9f1b-11e9-a820-613b1ee7f531	N
	EUR	EVONIK	0	EVONIK	DE000EVNK013	2017-07-07	0	EVONIK INDUSTRIES	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EVONIK	EVONIK	efa1e57c-1f2a-11e9-a2d0-b3645e528b7a	efa1e57c-1f2a-11e9-a2d0-b3645e528b7a	efa1e57c-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	Bruker Corp	US1167941087		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Bruker Corp	Bruker Corp	e2a61002-5f79-11e9-a920-ac66625812c8	e2a61002-5f79-11e9-a920-ac66625812c8	e2a61002-5f79-11e9-a920-ac66625812c8	N
	EUR	ESTX FD&BV PR	0	ESTX FD&BV PR	EU0009658368		0		1	Cash	2020-08-28	Indices	Equities	Referential Instruments	ESTX FD&BV PR	ESTX FD&BV PR	7d179548-5151-11e9-b8d0-ec23cf8de3db	7d179548-5151-11e9-b8d0-ec23cf8de3db	7d179548-5151-11e9-b8d0-ec23cf8de3db	N
	USD	DOMINOS PIZZA	0	DOMINOS PIZZA	US25754A2015		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	DOMINOS PIZZA	DOMINOS PIZZA	25059a80-514c-11e9-b8d0-ec23cf8de3db	25059a80-514c-11e9-b8d0-ec23cf8de3db	25059a80-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	CAIRO COMMUNICATION	0	CAI	IT0004329733	2008-11-10	0	CAIRO COMMUNICATION	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CAI	CAI	efa2adb8-1f2a-11e9-a2d0-b3645e528b7a	efa2adb8-1f2a-11e9-a2d0-b3645e528b7a	efa2adb8-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	VIPSHOP HOLDGS	0	VIPSHOP HOLD LTD	US92763W1036	2018-01-24	0	0B9817	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	VIPSHOP HOLD LTD	VIPSHOP HOLD LTD	5a3c1922-1f2e-11e9-a2d0-b3645e528b7a	5a3c1922-1f2e-11e9-a2d0-b3645e528b7a	5a3c1922-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	PUBLIC SERVICE	0	PUBL SVC ENTER	US7445731067	2018-01-18	0	0B6331	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PUBL SVC ENTER	PUBL SVC ENTER	5b2418da-1f2e-11e9-a2d0-b3645e528b7a	5b2418da-1f2e-11e9-a2d0-b3645e528b7a	5b2418da-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	DJ GBL TITANS	0	DJ GBL TITANS	US26068C1154		0		1	Cash	2020-08-28	Indices	Equities	Referential Instruments	DJ GBL TITANS	DJ GBL TITANS	7d16d46e-5151-11e9-b8d0-ec23cf8de3db	7d16d46e-5151-11e9-b8d0-ec23cf8de3db	7d16d46e-5151-11e9-b8d0-ec23cf8de3db	N
	USD	HUYA ADR CL A O	0	HUYA ADR CL A O	US44852D1081	2018-07-18	0	0G8780	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	HUYA ADR CL A O	HUYA ADR CL A O	5af20aac-1f2e-11e9-a2d0-b3645e528b7a	5af20aac-1f2e-11e9-a2d0-b3645e528b7a	5af20aac-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	CISCO SYSTEMS	0	CISCO SYSTEMS EUR	US17275R1023	2000-02-16	0	Cisco Systems Inc.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CISCO SYSTEMS USD	CISCO SYSTEMS USD	e359b762-1f2b-11e9-a2d0-b3645e528b7a	5aca3716-1f2e-11e9-a2d0-b3645e528b7a	5aca3716-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	CAMPARI            .	0	CPR	NL0015435975	2008-11-10	0	CAMPARI	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CPR	CPR	ef9c8406-1f2a-11e9-a2d0-b3645e528b7a	ef9c8406-1f2a-11e9-a2d0-b3645e528b7a	ef9c8406-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	PCRFY	US69832A2050		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PCRFY	PCRFY	9f5d1554-b51c-11e9-bf70-bf2ed07e5dd9	9f5d1554-b51c-11e9-bf70-bf2ed07e5dd9	9f5d1554-b51c-11e9-bf70-bf2ed07e5dd9	N
	EUR	CAC 40 INDEX	0	CAC 40 INDEX	FR0003500008		0		10	Cash	2020-08-28	Indices	Equities	Referential Instruments	CAC 40 INDEX	CAC 40 INDEX	7d16e0ee-5151-11e9-b8d0-ec23cf8de3db	7d16e0ee-5151-11e9-b8d0-ec23cf8de3db	7d16e0ee-5151-11e9-b8d0-ec23cf8de3db	N
	EUR	QF OPPORTUNITA ITALIA	0	QFOPI	IT0004966294	2017-02-15	0	TORRE SGR	1	Cash	2020-08-28	Units	Equities	Equities	QFOPI	QFOPI	efa494de-1f2a-11e9-a2d0-b3645e528b7a	efa494de-1f2a-11e9-a2d0-b3645e528b7a	efa494de-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	EXOR	0	EXO	NL0012059018	2016-12-12	0	EXOR N.V.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EXO	EXO	efa4911e-1f2a-11e9-a2d0-b3645e528b7a	efa4911e-1f2a-11e9-a2d0-b3645e528b7a	efa4911e-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	FINECOBANK	0	FBK	IT0000072170	2014-07-02	0	FINECOBANK	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	FBK	FBK	efa0923a-1f2a-11e9-a2d0-b3645e528b7a	efa0923a-1f2a-11e9-a2d0-b3645e528b7a	efa0923a-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	CECONOMY	0	MEOG	DE0007257503	2002-01-29	0	CECONOMY AG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MEOG	MEOG	e33e33e8-1f2b-11e9-a2d0-b3645e528b7a	e33e33e8-1f2b-11e9-a2d0-b3645e528b7a	e33e33e8-1f2b-11e9-a2d0-b3645e528b7a	N
	EUR	ESTX SD 30 PR	0	ESTX SD 30 PR	CH0020751589		0		10	Cash	2020-08-28	Indices	Equities	Referential Instruments	ESTX SD 30 PR	ESTX SD 30 PR	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	7d175f42-5151-11e9-b8d0-ec23cf8de3db	N
	EUR	AEX-Index	0	AEX-Index	NL0000000107		0		1	Cash	2020-08-28	Indices	Equities	Referential Instruments	AEX-Index	AEX-Index	7d117744-5151-11e9-b8d0-ec23cf8de3db	7d117744-5151-11e9-b8d0-ec23cf8de3db	7d117744-5151-11e9-b8d0-ec23cf8de3db	N
	USD	WHITEHORSE FNANC	0	WHITEHORSE FNANC	US96524V1061		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	WHITEHORSE FNANC	WHITEHORSE FNANC	2526280e-514c-11e9-b8d0-ec23cf8de3db	2526280e-514c-11e9-b8d0-ec23cf8de3db	2526280e-514c-11e9-b8d0-ec23cf8de3db	N
	USD		0	PLAB	US7194051022		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PLAB	PLAB	ea5d8f79-4c0c-11ea-abf4-48ee3337ad87	ea5d8f79-4c0c-11ea-abf4-48ee3337ad87	ea5d8f79-4c0c-11ea-abf4-48ee3337ad87	N
	USD	COGNIZANT TECHN	0	COGNIZANT TECH	US1924461023	2018-01-15	0	0A8036	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	COGNIZANT TECH	COGNIZANT TECH	5a411210-1f2e-11e9-a2d0-b3645e528b7a	5a411210-1f2e-11e9-a2d0-b3645e528b7a	5a411210-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	CFR	US2298991090		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CFR	CFR	838a96a4-a49f-11e9-aee0-5d4c9f0d4853	838a96a4-a49f-11e9-aee0-5d4c9f0d4853	838a96a4-a49f-11e9-aee0-5d4c9f0d4853	N
	SEK		0	Enzymatica AB	SE0003943620		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Enzymatica AB	Enzymatica AB	e86f24d7-ca6f-11ea-84d9-d7a4b847748d	e86f24d7-ca6f-11ea-84d9-d7a4b847748d	e86f24d7-ca6f-11ea-84d9-d7a4b847748d	N
	USD		0	Vistas Media Acquisition	US92840T2069		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Vistas Media Acquisition	Vistas Media Acquisition	dccbe58e-d278-11ea-27df-fffecb056299	dccbe58e-d278-11ea-27df-fffecb056299	dccbe58e-d278-11ea-27df-fffecb056299	N
	USD		0	Chemed Corporation	US16359R1032		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Chemed Corporation	Chemed Corporation	9270939a-fca7-11e9-2d5c-5ff4b45da19b	9270939a-fca7-11e9-2d5c-5ff4b45da19b	9270939a-fca7-11e9-2d5c-5ff4b45da19b	N
	EUR	BPER BANCA	0	BPE	IT0000066123	2008-11-10	0	BPER BANCA	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BPE	BPE	efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a	efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a	efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	UNIEURO	0	UNIR	IT0005239881	2017-04-04	0	UNIEURO	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	UNIR	UNIR	efa3bdb6-1f2a-11e9-a2d0-b3645e528b7a	efa3bdb6-1f2a-11e9-a2d0-b3645e528b7a	efa3bdb6-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	NSP USD	US45778Q1076		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	NSP USD	NSP USD	eecda17a-6cb1-11e9-a7f0-e0a05e35b460	eecda17a-6cb1-11e9-a7f0-e0a05e35b460	eecda17a-6cb1-11e9-a7f0-e0a05e35b460	N
	USD	SUNRUN INC	0	SUNRUN INC	US86771W1053		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SUNRUN INC	SUNRUN INC	2524bcee-514c-11e9-b8d0-ec23cf8de3db	2524bcee-514c-11e9-b8d0-ec23cf8de3db	2524bcee-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	AMAZON COM	0	AMAZON EUR	US0231351067	2000-02-16	0	AMAZON	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AMAZON USD	AMAZON USD	ef9ff442-1f2a-11e9-a2d0-b3645e528b7a	5a6517a0-1f2e-11e9-a2d0-b3645e528b7a	5a6517a0-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	ENTERGY ORD	0	ENTERGY CP	US29364G1031	2018-01-18	0	0C3130	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ENTERGY CP	ENTERGY CP	5a4548bc-1f2e-11e9-a2d0-b3645e528b7a	5a4548bc-1f2e-11e9-a2d0-b3645e528b7a	5a4548bc-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	INVESCO ORD	0	INVESCO LTD	000000000000	2018-01-15	0	0D3481	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	INVESCO LTD	INVESCO LTD	5a514928-1f2e-11e9-a2d0-b3645e528b7a	5a514928-1f2e-11e9-a2d0-b3645e528b7a	5a514928-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	TWITTER	0	TWITTER INC EUR	US90184L1026	2013-11-14	0	Twitter Inc.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TWITTER INC USD	TWITTER INC USD	e35af546-1f2b-11e9-a2d0-b3645e528b7a	5b24ccee-1f2e-11e9-a2d0-b3645e528b7a	5b24ccee-1f2e-11e9-a2d0-b3645e528b7a	N
	CHF	ZURICH INSURANC	0	ZURICH INSURANCE	CH0011075394	2014-03-05	0	0A7439	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ZURICH INSURANCE	ZURICH INSURANCE	5aff4e06-1f2e-11e9-a2d0-b3645e528b7a	5aff4e06-1f2e-11e9-a2d0-b3645e528b7a	5aff4e06-1f2e-11e9-a2d0-b3645e528b7a	N
	GBP	COMPASS GROUP	0	COMPASS GROUP	GB00BD6K4575	2017-06-27	0	COCPG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	COMPASS GROUP	COMPASS GROUP	5afb75e2-1f2e-11e9-a2d0-b3645e528b7a	5afb75e2-1f2e-11e9-a2d0-b3645e528b7a	5afb75e2-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	VNE	US92336X1090		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	VNE	VNE	ea672c69-4c0c-11ea-abf4-48ee3337ad87	ea672c69-4c0c-11ea-abf4-48ee3337ad87	ea672c69-4c0c-11ea-abf4-48ee3337ad87	N
	EUR	ACOMEA ITALIA CLASSE Q2	0	ACAITA	IT0005091233	2015-04-16	0	ACOMEA	1	Cash	2020-08-28	ETF	Equities	Collective investment vehicles	ACAITA	ACAITA	5be51762-1b2f-11ea-bc50-d217a4b86bbf	5be51762-1b2f-11ea-bc50-d217a4b86bbf	5be51762-1b2f-11ea-bc50-d217a4b86bbf	Y
	USD	FEDERAL REIT OR	0	FED RLTY INV TR	US3137472060	2018-01-18	0	0B6105	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	FED RLTY INV TR	FED RLTY INV TR	5b222a5c-1f2e-11e9-a2d0-b3645e528b7a	5b222a5c-1f2e-11e9-a2d0-b3645e528b7a	5b222a5c-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	COEUR MINING OR	0	Coeur Mining Inc	US1921085049	2018-01-24	0	0A7951	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Coeur Mining Inc	Coeur Mining Inc	5a3c55c2-1f2e-11e9-a2d0-b3645e528b7a	5a3c55c2-1f2e-11e9-a2d0-b3645e528b7a	5a3c55c2-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	MYLAN ORD	0	MYLAN NV	000000000000	2018-01-18	0	0A8173	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MYLAN NV	MYLAN NV	5ad4566a-1f2e-11e9-a2d0-b3645e528b7a	5ad4566a-1f2e-11e9-a2d0-b3645e528b7a	5ad4566a-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	EBAY	0	EBAY EUR	US2786421030	2000-03-06	0	eBay Inc.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EBAY USD	EBAY USD	e359e1e2-1f2b-11e9-a2d0-b3645e528b7a	5ad4ae44-1f2e-11e9-a2d0-b3645e528b7a	5ad4ae44-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	SANDERSON FARM	0	SANDERSON FARMS INC	US8000131040		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SANDERSON FARMS INC	SANDERSON FARMS INC	7d368f8e-5151-11e9-b8d0-ec23cf8de3db	7d368f8e-5151-11e9-b8d0-ec23cf8de3db	7d368f8e-5151-11e9-b8d0-ec23cf8de3db	N
	EUR	UNILEVER	0	UNA	NL0000009355	2010-01-04	0	UNILEVER	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	UNILEVER	UNILEVER	ef9ee804-1f2a-11e9-a2d0-b3645e528b7a	6e48a974-1f2b-11e9-a2d0-b3645e528b7a	6e48a974-1f2b-11e9-a2d0-b3645e528b7a	N
	EUR	NVP	0	NVP	IT0005390783	2019-12-05	0	NVP	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	NVP	NVP	1f6a6738-128d-11ea-bccb-3e99245e0d1c	1f6a6738-128d-11ea-bccb-3e99245e0d1c	1f6a6738-128d-11ea-bccb-3e99245e0d1c	N
	EUR	PROSUS	0	PROSUS	NL0013654783	2019-09-18	0	Myriad International Holdings N.V.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PROSUS	PROSUS	93a86efe-d388-11e9-92c0-30299d27d1bc	93a86efe-d388-11e9-92c0-30299d27d1bc	93a86efe-d388-11e9-92c0-30299d27d1bc	N
	CHF	NOVARTIS N ORD	0	NOVARTIS N	CH0012005267	2014-03-05	0	NONOV	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	NOVARTIS N	NOVARTIS N	5af042ee-1f2e-11e9-a2d0-b3645e528b7a	5af042ee-1f2e-11e9-a2d0-b3645e528b7a	5af042ee-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	ELIS	0	ELIS	FR0012435121	2015-08-20	0	0A9407	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ELIS	ELIS	6e4ae89c-1f2b-11e9-a2d0-b3645e528b7a	6e4ae89c-1f2b-11e9-a2d0-b3645e528b7a	6e4ae89c-1f2b-11e9-a2d0-b3645e528b7a	N
	USD	BOEING	0	BOEING USD	US0970231058	2004-09-27	0	BOCG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BOEING USD	BOEING USD	5b03de30-1f2e-11e9-a2d0-b3645e528b7a	5b03de30-1f2e-11e9-a2d0-b3645e528b7a	5b03de30-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	GE SCF	0	GENERAL ELEC EUR	US3696041033	2001-02-13	0	General Electric Co.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	GENERAL ELEC USD	GENERAL ELEC USD	6e48f5be-1f2b-11e9-a2d0-b3645e528b7a	2507d4d0-514c-11e9-b8d0-ec23cf8de3db	2507d4d0-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	GRANDVISION	0	GRANDVISION	NL0010937066	2015-04-08	0	0A8202	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	GRANDVISION	GRANDVISION	6e4af0bc-1f2b-11e9-a2d0-b3645e528b7a	6e4af0bc-1f2b-11e9-a2d0-b3645e528b7a	6e4af0bc-1f2b-11e9-a2d0-b3645e528b7a	N
	USD	ECOLAB ORD	0	ECOLAB INC	US2788651006	2018-01-18	0	0C1419	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ECOLAB INC	ECOLAB INC	5ab9c52a-1f2e-11e9-a2d0-b3645e528b7a	5ab9c52a-1f2e-11e9-a2d0-b3645e528b7a	5ab9c52a-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	DE'LONGHI	0	DLG	IT0003115950	2008-11-10	0	DE' LONGHI	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	DLG	DLG	efa37054-1f2a-11e9-a2d0-b3645e528b7a	efa37054-1f2a-11e9-a2d0-b3645e528b7a	efa37054-1f2a-11e9-a2d0-b3645e528b7a	N
	GBP	TI FLUID	0	TI FLUID	GB00BYQB9V88	2017-10-25	0	TIFS	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TI FLUID	TI FLUID	5ad5c806-1f2e-11e9-a2d0-b3645e528b7a	5ad5c806-1f2e-11e9-a2d0-b3645e528b7a	5ad5c806-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	SABR	US78573M1045		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SABR	SABR	363fbda6-6cdd-11e9-a7f0-e0a05e35b460	363fbda6-6cdd-11e9-a7f0-e0a05e35b460	363fbda6-6cdd-11e9-a7f0-e0a05e35b460	N
	USD	TD AMERITRADE H	0	TD AMERITRADE HOLDING CORP	US87236Y1082	2018-01-25	0	0B7692	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TD AMERITRADE HOLDING CORP	TD AMERITRADE HOLDING CORP	5aefcb5c-1f2e-11e9-a2d0-b3645e528b7a	5aefcb5c-1f2e-11e9-a2d0-b3645e528b7a	5aefcb5c-1f2e-11e9-a2d0-b3645e528b7a	N
