Bof_20200828
ASK	BID	CAPITALFACTOR	CLEANPRICE	CLOSING_ASK	CLOSING_BID	CLOSING_MID	CLOSINGPRICE_DATE	CLOSINGPRICE_TIME	CURRENCY	DIRTYPRICE	F_QDIRTY	INSTRUMENT_FE	INSTRUMENTID_FE	MARKET	MID	PVBP	REALTIME_DATE	REALTIME_TIME	REF_DATE	ROUNDFIGURES	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	SETTLEMENT_DATE	TH_PRICE_FUT	VALUATION_MODE	ZSPREAD	TBRICKS_INSTRUMENT_ID	TH_PRICE
0.002	0.0002			0.0011	0.0011	0.0011	2020-08-28	17:15	EUR			I05885	I05885	SEDX	0.0011				2020-08-28		Warrants Call	Equities	Rights		16.501033135441993	0		40734a1a-1659-11ea-b3f0-689a4e2fd020	0
0.7785000000000001	0.765			0.624	0.624	0.624	2020-08-28	17:15	EUR			ENEL0U8.40	ENEL0U8.40 | 18 SEP 20 | P | A | 8.4000000000	XDMI	0.77175				2020-08-28		Put	Equities	Options		7.642252556745058	0		884ca2fa-ddc9-11e9-9eb0-e7766f5ef7bc	0.7639655760793747
0.041	0.0001			0.018500000000000003	0.018500000000000003	0.018500000000000003	2020-08-28	17:15	EUR			BMED0U5.20	BMED0U5.20 | 18 SEP 20 | P | A | 5.2000000000	XDMI	0.020550000000000002				2020-08-28		Put	Equities	Options		6.4310295095843255	0		87a103dc-ddc9-11e9-9eb0-e7766f5ef7bc	0.003099018308640114
0.5	0.2			0.2	0.2	0.2	2020-08-28	17:15	EUR			OESX 202012 C 4400	OESX 202012 C 4400 | 18 DEC 20 | C | E | 4400.0000000000	XEUR	0.35				2020-08-28		Call	Equities	Options		3303.7599849301655	0		f38258c4-1f30-11e9-a2d0-b3645e528b7a	0.04756955844755284
4.132000000000001	3.9305000000000003			4.005	4.005	4.005	2020-08-28	17:15	EUR			ENI2X11	ENI2X11 | 16 DEC 22 | P | A | 11.0000000000	XDMI	4.03125				2020-08-28		Put	Equities	Options		7.1213885005746755	0		9895aa1e-494d-11e9-9970-3027219c6795	4.088495999803422
0.029500000000000002	0.013000000000000001			0.030000000000000002	0.030000000000000002	0.030000000000000002	2020-08-28	17:15	EUR			SPM0J2.10	SPM0J2.10 | 16 OCT 20 | C | A | 2.1000000000	XDMI	0.02125				2020-08-28		Call	Equities	Options		1.8098014144187755	0		47068adc-ca4e-11ea-bfb0-7047c6039bd4	0.023794079176390565
0.9550000000000001	0.91			0.9945	0.9945	0.9945	2020-08-28	17:15	EUR			ENEL1L7.20	ENEL1L7.20 | 17 DEC 21 | C | A | 7.2000000000	XDMI	0.9325000000000001				2020-08-28		Call	Equities	Options		7.322850686540448	0		4ce51d12-1f30-11e9-a2d0-b3645e528b7a	0.922838874737548
98.41	98.27			98.13000000000001	98.13000000000001	98.13000000000001	2020-08-28	17:15	USD			AMERISOURCEBERGN	AMERISOURCEBERGN	XNYS	98.34				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a69334e-1f2e-11e9-a2d0-b3645e528b7a	98.34
0.048	0.04			0.0545	0.0545	0.0545	2020-08-28	17:15	EUR			TIT0U0.44	TIT0U0.44 | 18 SEP 20 | P | A | .4400000000	XDMI	0.044				2020-08-28		Put	Equities	Options		0.4017581357833597	0		87fc5f3e-ddc9-11e9-9eb0-e7766f5ef7bc	0.04177410564189993
0.4	0.32			0.34	0.34	0.34	2020-08-28	17:15	EUR			BAY 202012 P 36	BAY 202012 P 36 | 18 DEC 20 | P | A | 36.0000000000	XEUR	0.36				2020-08-28		Put	Equities	Options		54.95079495277472	0		165422ea-76d1-11e9-8630-d2c10806ad2d	0.32478821499639987
40.82	40.809999999999995			40.39	40.39	40.39	2020-08-28	17:15	USD			TWITTER INC USD	TWITTER INC USD	XNYS	40.815				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5b24ccee-1f2e-11e9-a2d0-b3645e528b7a	40.815
0.0505	0.029			0.054	0.054	0.054	2020-08-28	17:15	EUR			SPM0J2	SPM0J2 | 16 OCT 20 | C | A | 2.0000000000	XDMI	0.03975				2020-08-28		Call	Equities	Options		1.8098014144187755	0		470cccf8-ca4e-11ea-bfb0-7047c6039bd4	0.04414638812126821
3.922	3.7555			3.7745	3.7745	3.7745	2020-08-28	17:15	EUR			ENI2R11	ENI2R11 | 17 JUN 22 | P | A | 11.0000000000	XDMI	3.83875				2020-08-28		Put	Equities	Options		7.270667708564259	0		9884bbd2-494d-11e9-9970-3027219c6795	3.8868960037018336
124.53	124.49			124.65	124.65	124.65	2020-08-28	17:15	USD			IBM USD	IBM USD	XNYS	124.50999999999999				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a489350-1f2e-11e9-a2d0-b3645e528b7a	124.50999999999999
0.1295	0.0375			0.07300000000000001	0.07300000000000001	0.07300000000000001	2020-08-28	17:15	EUR			ATL0J18	ATL0J18 | 16 OCT 20 | C | A | 18.0000000000	XDMI	0.0835				2020-08-28		Call	Equities	Options		13.885222228255053	0		47982604-ca4e-11ea-bfb0-7047c6039bd4	0.0629165276592165
400.8	393.2			391.4	391.4	391.4	2020-08-28	17:15	EUR			OESX 202212 C 3100	OESX 202212 C 3100 | 16 DEC 22 | C | E | 3100.0000000000	XEUR	397				2020-08-28		Call	Equities	Options		3132.787192892017	0		f4487ae0-1f30-11e9-a2d0-b3645e528b7a	395.1480960815927
0.0018	0.0008			0.0015999999999999999	0.0015999999999999999	0.0015999999999999999	2020-08-28	17:15	EUR			I06188	I06188	SEDX	0.0013				2020-08-28		Warrants Call	Equities	Rights		6.421000736623929	0		d38e04a4-5211-11ea-8640-38c7f938b954	0.0002149426524466931
0.64	0.61			0.67	0.67	0.67	2020-08-28	17:15	EUR			AXA 202012 P 16	AXA 202012 P 16 | 18 DEC 20 | P | A | 16.0000000000	XEUR	0.625				2020-08-28		Put	Equities	Options		17.488566187914795	0		f47617ac-1f30-11e9-a2d0-b3645e528b7a	0.5885747666193972
0.0135	0.0115			0.0125	0.0125	0.0125	2020-08-28	17:15	EUR			I06413	I06413	SEDX	0.0125				2020-08-28		Warrants Call	Equities	Rights		1.416428371994132	0		b3abf966-90e6-11ea-b430-b3e2b66d25c3	0.010648085367464283
	891.3000000000001			895.51	895.51	895.51	2020-08-28	17:15	EUR			EPC G JUN21 UBI	EPC G JUN21 UBI	ETLX	893.405				2020-08-28		Combined Instruments	Equities	Miscellaneous			0		cd408070-c347-11ea-98a0-05bde453237d	901.2233934337829
1.71	1.6			1.93	1.93	1.93	2020-08-28	17:15	EUR			LHA 202106 P 9	LHA 202106 P 9 | 18 JUN 21 | P | A | 9.0000000000	XEUR	1.655				2020-08-28		Put	Equities	Options		8.585132137156801	0		5de12276-4ef2-11ea-8fe0-d68eec1756f8	1.5698310022973856
6.932	6.928			6.882000000000001	6.882000000000001	6.882000000000001	2020-08-28	17:15	EUR			REPSOL	REPSOL	XMAD	6.93				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa2e81e-1f2a-11e9-a2d0-b3645e528b7a	6.93
				33	33	33	2020-08-28	17:15	EUR			OESX 202512 C 5000	OESX 202512 C 5000 | 19 DEC 25 | C | E | 5000.0000000000	XEUR	52.2				2020-08-28		Call	Equities	Options		2926.2156674640587	0		fb008b66-1f30-11e9-a2d0-b3645e528b7a	54.035095460234174
0.01	0.0001			0.0002	0.0002	0.0002	2020-08-28	17:15	EUR			ENI0L13	ENI0L13 | 18 DEC 20 | C | A | 13.0000000000	XDMI	0.00505				2020-08-28		Call	Equities	Options		7.845302923692798	0		4d46ba18-1f30-11e9-a2d0-b3645e528b7a	0.00020116243077427027
0.049	0.047			0.04	0.04	0.04	2020-08-28	17:15	EUR			I06525	I06525	SEDX	0.048				2020-08-28		Warrants Call	Equities	Rights		8.276133986306561	0		b3d9d372-90e6-11ea-b430-b3e2b66d25c3	0.04402673902199834
4.79	4.7700000000000005			4.76	4.76	4.76	2020-08-28	17:15	EUR			GHC	GHC	MTAA	4.78				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9fa83e-1f2a-11e9-a2d0-b3645e528b7a	4.78
0.08900000000000001	0.016			0.0555	0.0555	0.0555	2020-08-28	17:15	EUR			BAMI0X1.20	BAMI0X1.20 | 18 DEC 20 | P | A | 1.2000000000	XDMI	0.052500000000000005				2020-08-28		Put	Equities	Options		1.43707091226583	0		994bc6a0-494d-11e9-9970-3027219c6795	0.04651888726454552
30.099999999999998	30.09			29.78	29.78	29.78	2020-08-28	17:15	USD			RDSa USA	RDSa USA	XNYS	30.095				2020-08-28		Common/Ordinary shares	Equities	Equities			0		375139c7-d0a2-11e9-36e9-5b62a4e74692	30.095
0.0165	0.0001			0.0175	0.0175	0.0175	2020-08-28	17:15	EUR			LDO0I7	LDO0I7 | 18 SEP 20 | C | A | 7.0000000000	XDMI	0.0083				2020-08-28		Call	Equities	Options		5.84266404259787	0		f1b51568-5eae-11ea-ab20-e774f7ed5ef3	0.005683605632313291
1.45	1.44			1.43	1.43	1.43	2020-08-28	17:15	USD			Menlo Therapeutics Inc	Menlo Therapeutics Inc	XNAS	1.4449999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		f045446f-af2a-11ea-5e52-48b972fd91aa	1.4449999999999998
0.1515	0.124			0.1245	0.1245	0.1245	2020-08-28	17:15	EUR			ENI1X4	ENI1X4 | 17 DEC 21 | P | A | 4.0000000000	XDMI	0.13774999999999998				2020-08-28		Put	Equities	Options		7.495978992226891	0		a85b94e6-39b6-11e9-aa00-490041a9bcec	0.13532050365392306
0.34950000000000003	0.3115			0.2265	0.2265	0.2265	2020-08-28	17:15	EUR			TRN0U6.40	TRN0U6.40 | 18 SEP 20 | P | A | 6.4000000000	XDMI	0.3305				2020-08-28		Put	Equities	Options		6.1226000336874336	0		88607848-ddc9-11e9-9eb0-e7766f5ef7bc	0.32963583936224816
365.07	364.69			363.98	363.98	363.98	2020-08-28	17:15	USD			S&P Global Inc	S&P Global Inc	XNYS	364.88				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a86972c-1f2e-11e9-a2d0-b3645e528b7a	364.88
							2020-08-28	17:15	USD			EP3 SPX JAN22 IPB_L	EP3 SPX JAN22 IPB_L	ETLX					2020-08-28		Combined Instruments	Equities	Miscellaneous			0		0915197a-4734-11ea-b560-bbc9543df1c2	2405.307372264202
0.1775	0.1685			0.188	0.188	0.188	2020-08-28	17:15	EUR			I05969	I05969	SEDX	0.173				2020-08-28		Warrants Call	Equities	Rights		25.228656561259346	0		40676cb8-1659-11ea-b3f0-689a4e2fd020	0.15591933924021487
169.58	169.52			167.76	167.76	167.76	2020-08-28	17:15	GBP			GLENCORE	GLENCORE	XLON	169.55				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a92a2ba-1f2e-11e9-a2d0-b3645e528b7a	169.55
8.9	8.89			8.99	8.99	8.99	2020-08-28	17:15	USD			ALLSCRIPTS-MISYS HEALTHCARE	ALLSCRIPTS-MISYS HEALTHCARE	XNAS	8.895				2020-08-28		Common/Ordinary shares	Equities	Equities			0		38eb5e62-856d-11ea-b7e8-9b0947f592a0	8.895
2488	2486			2520	2520	2520	2020-08-28	17:15	GBP			OCADO	OCADO	XLON	2487				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5abb026e-1f2e-11e9-a2d0-b3645e528b7a	2487
74.67	74.52			74.3	74.3	74.3	2020-08-28	17:15	USD			MANPOWER GROUP	MANPOWER GROUP	XNYS	74.595				2020-08-28		Common/Ordinary shares	Equities	Equities			0		250bd53a-514c-11e9-b8d0-ec23cf8de3db	74.595
93.02	92.92999999999999			94.67	94.67	94.67	2020-08-28	17:15	USD			HRC	HRC	XNYS	92.975				2020-08-28		Common/Ordinary shares	Equities	Equities			0		764a38fa-20d5-11ea-dd87-419378699d92	92.975
40.07	40			40.09	40.09	40.09	2020-08-28	17:15	USD			COMERICA INC	COMERICA INC	XNYS	40.035				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a8d4a2c-1f2e-11e9-a2d0-b3645e528b7a	40.035
11.97	11.92			11.959999999999999	11.959999999999999	11.959999999999999	2020-08-28	17:15	USD			ADVERUM BIOTECH	ADVERUM BIOTECH	XNAS	11.945				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a744aae-1f2e-11e9-a2d0-b3645e528b7a	11.945
338	306			308	308	308	2020-08-28	17:15	EUR			MIBO1R13000	MIBO1R13000 | 18 JUN 21 | P | E | 13000.0000000000	XDMI	322				2020-08-28		Put	Equities	Options		19417.772214267647	0		4cfdb39a-1f30-11e9-a2d0-b3645e528b7a	289.00520278718363
242.82	242.32			243.07	243.07	243.07	2020-08-28	17:15	USD			AMEDICAL	AMEDICAL	XNAS	242.57				2020-08-28		Common/Ordinary shares	Equities	Equities			0		4fe28d60-6e8e-11ea-c3a3-f39d0e896d95	242.57
422.5	422.3			422.9	422.9	422.9	2020-08-28	17:15	EUR			FSTA 202009	FSTA 202009 | SEP 20	XEUR	422.4				2020-08-28		Financial Futures	Equities	Futures		422.52338769382476	0		4999d45e-254c-11ea-af50-2dba816f6810	422.52338769382476
5.45	5.15			5.05	5.05	5.05	2020-08-28	17:15	EUR			FRE 202106 P 40	FRE 202106 P 40 | 18 JUN 21 | P | A | 40.0000000000	XEUR	5.300000000000001				2020-08-28		Put	Equities	Options		38.01820395636401	0		f6fa4390-1f30-11e9-a2d0-b3645e528b7a	5.95033860734703
1.33	1.2			1.26	1.26	1.26	2020-08-28	17:15	EUR			VO3 202012 C 170	VO3 202012 C 170 | 18 DEC 20 | C | A | 170.0000000000	XEUR	1.2650000000000001				2020-08-28		Call	Equities	Options		135.38911308933604	0		704fdb8a-ff94-11e9-bf90-2c33283b2cf8	1.2170034567250636
238.70000000000002	238.6			240.8	240.8	240.8	2020-08-28	17:15	CHF			SCHINDLER PS	SCHINDLER PS	XSWX	238.65				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5ae5adc0-1f2e-11e9-a2d0-b3645e528b7a	238.65
0.015000000000000001				0.0006000000000000001	0.0006000000000000001	0.0006000000000000001	2020-08-28	17:15	EUR			G0I19	G0I19 | 18 SEP 20 | C | A | 19.0000000000	XDMI	0.008100000000000001				2020-08-28		Call	Equities	Options		13.234473864457446	0		8822b9fe-ddc9-11e9-9eb0-e7766f5ef7bc	0.002597820145771532
1.4625000000000001	1.2610000000000001			1.2445000000000002	1.2445000000000002	1.2445000000000002	2020-08-28	17:15	EUR			G2L13	G2L13 | 16 DEC 22 | C | A | 13.0000000000	XDMI	1.3617500000000002				2020-08-28		Call	Equities	Options		11.905210314484512	0		98160d72-494d-11e9-9970-3027219c6795	1.2618040636288856
6.5200000000000005	6.47			5.65	5.65	5.65	2020-08-28	17:15	USD			SPY Oct0 355.0 C	SPY Oct0 355.0 C | 16 OCT 20 | C | A | 355.0000000000	OPRA	6.495				2020-08-28		Call	Equities	Options		347.49983460319237	0		0d267b08-e348-11e9-8960-82c5fd908c3a	7.685440408756719
27.32	27.2			27.24	27.24	27.24	2020-08-28	17:15	USD			ETFMG	ETFMG	ARCX	27.259999999999998				2020-08-28		Units	Equities	Equities			0		cb35ab85-b48a-11ea-ddaf-3055d60d368c	27.259999999999998
1216.1000000000001	1208.1000000000001			1218.25	1218.25	1218.25	2020-08-28	17:15	EUR			EP3 G SEPT20 ISP	EP3 G SEPT20 ISP	SEDX	1212.1000000000001				2020-08-28		Combined Instruments	Equities	Miscellaneous			0		ef1caa2a-1f2e-11e9-a2d0-b3645e528b7a	1213.4690655320805
37	23			31	31	31	2020-08-28	17:15	EUR			MIBO1F27000	MIBO1F27000 | 18 JUN 21 | C | E | 27000.0000000000	XDMI	30				2020-08-28		Call	Equities	Options		19417.772214267647	0		4e2ae332-1f30-11e9-a2d0-b3645e528b7a	18.291440277618506
							2020-08-28	17:15	EUR			OEXD 202012 C 132	OEXD 202012 C 132 | 18 DEC 20 | C | E | 132.0000000000	XEUR	0.01				2020-08-28		Call	Equities	Options		83.05	0		fa8183d4-1f30-11e9-a2d0-b3645e528b7a	0.3202168219081838
8.496	8.492			8.605	8.605	8.605	2020-08-28	17:15	EUR			CPR	CPR	MTAA	8.494				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9c8406-1f2a-11e9-a2d0-b3645e528b7a	8.494
1050.45	1040.45			1051.15	1051.15	1051.15	2020-08-28	17:15	EUR			EPC SX6P JUL25 FID	EPC SX6P JUL25 FID	SEDX	1045.45				2020-08-28		Combined Instruments	Equities	Miscellaneous			0		84bde51c-b741-11e9-bf30-69732fa2f55e	1046.7219643207939
3.596	3.594			3.608	3.608	3.608	2020-08-28	17:15	EUR			ENAV	ENAV	MTAA	3.5949999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa0d484-1f2a-11e9-a2d0-b3645e528b7a	3.5949999999999998
55.5	54.6			46.7	46.7	46.7	2020-08-28	17:15	EUR			OESX 202012 P 2800	OESX 202012 P 2800 | 18 DEC 20 | P | E | 2800.0000000000	XEUR	55.05				2020-08-28		Put	Equities	Options		3303.7599849301655	0		f380a1dc-1f30-11e9-a2d0-b3645e528b7a	46.00535165594613
0.07150000000000001	0.0465			0.041	0.041	0.041	2020-08-28	17:15	EUR			G1F17	G1F17 | 18 JUN 21 | C | A | 17.0000000000	XDMI	0.059000000000000004				2020-08-28		Call	Equities	Options		12.511889464971368	0		4c2e9dc6-1f30-11e9-a2d0-b3645e528b7a	0.04243008403643142
26.119999999999997	26.11			26.05	26.05	26.05	2020-08-28	17:15	USD			BANK OF AMERICA USD	BANK OF AMERICA USD	XNYS	26.115				2020-08-28		Common/Ordinary shares	Equities	Equities			0		250141f6-514c-11e9-b8d0-ec23cf8de3db	26.115
0.11800000000000001	0.1075			0.11850000000000001	0.11850000000000001	0.11850000000000001	2020-08-28	17:15	EUR			I06472	I06472	SEDX	0.11275				2020-08-28		Warrants Call	Equities	Rights		7.437234135758297	0		b3996968-90e6-11ea-b430-b3e2b66d25c3	0.11397684956539661
0.0745	0.0001			0.0027	0.0027	0.0027	2020-08-28	17:15	EUR			ENEL0I8.80	ENEL0I8.80 | 18 SEP 20 | C | A | 8.8000000000	XDMI	0.0373				2020-08-28		Call	Equities	Options		7.642252556745058	0		37c6c60a-fbae-11e9-ae20-eb819e47cd6d	0.0007453928073481746
470	454			418	418	418	2020-08-28	17:15	EUR			MIBO0V19000	MIBO0V19000 | 16 OCT 20 | P | E | 19000.0000000000	XDMI	462				2020-08-28		Put	Equities	Options		19868.24329581051	0		3f0117b2-ca4e-11ea-bfb0-7047c6039bd4	428.34652504670066
117.47999999999999	117.22			117.02000000000001	117.02000000000001	117.02000000000001	2020-08-28	17:15	USD			DTE ENERGY	DTE ENERGY	XNYS	117.35				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a94e480-1f2e-11e9-a2d0-b3645e528b7a	117.35
0.0018	0.0001			0.001	0.001	0.001	2020-08-28	17:15	EUR			I06230	I06230	SEDX	0.00095				2020-08-28		Warrants Call	Equities	Rights		1.8088612103860762	0		d3abc6b0-5211-11ea-8640-38c7f938b954	0.000000011519633626869752
212	192			190	190	190	2020-08-28	17:15	EUR			MIBO0X15000	MIBO0X15000 | 18 DEC 20 | P | E | 15000.0000000000	XDMI	202				2020-08-28		Put	Equities	Options		19750.698761067702	0		4c7c5a70-1f30-11e9-a2d0-b3645e528b7a	194.76428720898548
11.68	7.97			5	5	5	2020-08-28	17:15	EUR			OEXD 202312 C 95	OEXD 202312 C 95 | 15 DEC 23 | C | E | 95.0000000000	XEUR	9.825				2020-08-28		Call	Equities	Options		89.30000000000001	0		ff722768-1f30-11e9-a2d0-b3645e528b7a	9.811548331872448
0.23800000000000002	0.17500000000000002			0.261	0.261	0.261	2020-08-28	17:15	EUR			PRY0W19.50	PRY0W19.50 | 20 NOV 20 | P | A | 19.5000000000	XDMI	0.20650000000000002				2020-08-28		Put	Equities	Options		23.903733976207768	0		556e9e0e-e5cc-11ea-bc90-d15aa210e889	0.15671756426832517
3.218	3.214			3.224	3.224	3.224	2020-08-28	17:15	EUR			HER	HER	MTAA	3.216				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9c4144-1f2a-11e9-a2d0-b3645e528b7a	3.216
12.55	11.35			12.3	12.3	12.3	2020-08-28	17:15	EUR			BAS 202206 P 56	BAS 202206 P 56 | 17 JUN 22 | P | A | 56.0000000000	XEUR	11.95				2020-08-28		Put	Equities	Options		47.241683119491995	0		9f36fe26-9ee4-11e9-a820-613b1ee7f531	11.92278417345748
0.0016	0.0001			0.0009	0.0009	0.0009	2020-08-28	17:15	EUR			I05945	I05945	SEDX	0.0008500000000000001				2020-08-28		Warrants Call	Equities	Rights		5.843480541949584	0		405c16f6-1659-11ea-b3f0-689a4e2fd020	0
0.0016	0.0001			0.0009	0.0009	0.0009	2020-08-28	17:15	EUR			I05946	I05946	SEDX	0.0008500000000000001				2020-08-28		Warrants Call	Equities	Rights		5.843480541949584	0		404f9a02-1659-11ea-b3f0-689a4e2fd020	0
3530	3230			3655	3655	3655	2020-08-28	17:15	EUR			MIBO0I16500	MIBO0I16500 | 18 SEP 20 | C | E | 16500.0000000000	XDMI	3380				2020-08-28		Call	Equities	Options		19852.5	0		99567ff8-5d1c-11ea-9b10-1e6079c4b3f4	3374.423168083398
172.34	172.17000000000002			172.67	172.67	172.67	2020-08-28	17:15	USD			TTWO	TTWO	XNAS	172.255				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a8722f0-1f2e-11e9-a2d0-b3645e528b7a	172.255
4				6	6	6	2020-08-28	17:15	EUR			MIBO0I23000	MIBO0I23000 | 18 SEP 20 | C | E | 23000.0000000000	XDMI	3.5				2020-08-28		Call	Equities	Options		19852.5	0		880c9bd8-ddc9-11e9-9eb0-e7766f5ef7bc	0.07406065729729594
1.44	1.34			1.45	1.45	1.45	2020-08-28	17:15	USD			KHC Jan1 37.5 C	KHC Jan1 37.5 C | 15 JAN 21 | C | A | 37.5000000000	OPRA	1.3900000000000001				2020-08-28		Call	Equities	Options		34.24260792569205	0		7de14d20-5151-11e9-b8d0-ec23cf8de3db	1.4417820183998913
8.346	8.344			8.16	8.16	8.16	2020-08-28	17:15	EUR			ABN AMRO Group	ABN AMRO Group	XAMS	8.344999999999999				2020-08-28		Common/Ordinary shares	Equities	Equities			0		6e4b7d84-1f2b-11e9-a2d0-b3645e528b7a	8.344999999999999
0.892	0.8916000000000001			0.8954000000000001	0.8954000000000001	0.8954000000000001	2020-08-28	17:15	GBP			EUR/GBP	EUR/GBP	XXXX	0.8918				2020-08-28		Currencies	Currencies	Referential Instruments			0		7d40a776-5151-11e9-b8d0-ec23cf8de3db	
139.45	139.4			140	140	140	2020-08-28	17:15	EUR			AIR LIQUIDE	AIR LIQUIDE	XPAR	139.425				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa434b2-1f2a-11e9-a2d0-b3645e528b7a	139.425
3.614	3.608			3.596	3.596	3.596	2020-08-28	17:15	EUR			MEL/AC 0,20	MEL/AC 0,20	XMAD	3.6109999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5b1f34be-1f2e-11e9-a2d0-b3645e528b7a	3.6109999999999998
2.73	2.68			2.4	2.4	2.4	2020-08-28	17:15	EUR			ROY 202012 P 15	ROY 202012 P 15 | 18 DEC 20 | P | A | 15.0000000000	XEUR	2.705				2020-08-28		Put	Equities	Options		12.511267319113584	0		f216a26e-5c4d-11ea-a7c0-339eae0b4931	2.6862813595153323
1.8050000000000002	1.774			1.895	1.895	1.895	2020-08-28	17:15	EUR			UCG0X10	UCG0X10 | 18 DEC 20 | P | A | 10.0000000000	XDMI	1.7895				2020-08-28		Put	Equities	Options		8.444633207820301	0		4c7b2628-1f30-11e9-a2d0-b3645e528b7a	1.7808538059885084
1.461	1.459			1.433	1.433	1.433	2020-08-28	17:15	EUR			BMPS	BMPS	MTAA	1.46				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9ee3e0-1f2a-11e9-a2d0-b3645e528b7a	1.46
				72	72	72	2020-08-28	17:15	EUR			OESX 202412 C 6000	OESX 202412 C 6000 | 20 DEC 24 | C | E | 6000.0000000000	XEUR	9.1				2020-08-28		Call	Equities	Options		2986.427945224589	0		f9776fe4-1f30-11e9-a2d0-b3645e528b7a	9.552779531414785
79.42	79.36999999999999			79.55	79.55	79.55	2020-08-28	17:15	USD			DUKE ENERGY	DUKE ENERGY	XNYS	79.395				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5ad03b16-1f2e-11e9-a2d0-b3645e528b7a	79.395
105.84	105.54			105.67	105.67	105.67	2020-08-28	17:15	USD			UTD THERAPEUT	UTD THERAPEUT	XNAS	105.69				2020-08-28		Common/Ordinary shares	Equities	Equities			0		2523230c-514c-11e9-b8d0-ec23cf8de3db	105.69
175.45000000000002	175.38			160.97	160.97	160.97	2020-08-28	17:15	USD			ROKU INC	ROKU INC	XNAS	175.41500000000002				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a3e5ec6-1f2e-11e9-a2d0-b3645e528b7a	175.41500000000002
24.2	24.19			24.27	24.27	24.27	2020-08-28	17:15	EUR			RENAULT	RENAULT	XPAR	24.195				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9e4db8-1f2a-11e9-a2d0-b3645e528b7a	24.195
				350	350	350	2020-08-28	17:15	EUR			ESTX UTIL PR	ESTX UTIL PR	XEUR	349.53000000000003				2020-08-28		Indices	Equities	Referential Instruments			0		7d17b12c-5151-11e9-b8d0-ec23cf8de3db	
7.25	7.05			7.79	7.79	7.79	2020-08-28	17:15	USD			MDT Sep0 100.0 C	MDT Sep0 100.0 C | 18 SEP 20 | C | A | 100.0000000000	OPRA	7.15				2020-08-28		Call	Equities	Options		106.18027524109525	0		e5c787b4-d284-11ea-bb10-832625246034	6.986504159323417
0.24300000000000002	0.20950000000000002			0.17500000000000002	0.17500000000000002	0.17500000000000002	2020-08-28	17:15	EUR			LDO0U5.80	LDO0U5.80 | 18 SEP 20 | P | A | 5.8000000000	XDMI	0.22625				2020-08-28		Put	Equities	Options		5.84266404259787	0		c6212eb8-629c-11ea-b360-e4afb098eae1	0.22869370445062265
0.0085				0.0001	0.0001	0.0001	2020-08-28	17:15	EUR			ENI0L17	ENI0L17 | 18 DEC 20 | C | A | 17.0000000000	XDMI	0.0043				2020-08-28		Call	Equities	Options		7.845302923692798	0		4cf7fa72-1f30-11e9-a2d0-b3645e528b7a	0.00000014600220063024166
8.89	8.870000000000001			8.96	8.96	8.96	2020-08-28	17:15	EUR			UNIR	UNIR	MTAA	8.88				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa3bdb6-1f2a-11e9-a2d0-b3645e528b7a	8.88
16.85	16.6			17.5	17.5	17.5	2020-08-28	17:15	EUR			BSN 202012 P 72	BSN 202012 P 72 | 18 DEC 20 | P | A | 72.0000000000	XEUR	16.725				2020-08-28		Put	Equities	Options		55.345333969521896	0		f4673688-1f30-11e9-a2d0-b3645e528b7a	16.687419052021678
2.08	2			2.26	2.26	2.26	2020-08-28	17:15	EUR			LHA 202009 P 11	LHA 202009 P 11 | 18 SEP 20 | P | A | 11.0000000000	XEUR	2.04				2020-08-28		Put	Equities	Options		8.99543457965851	0		b8afd2b2-ddc1-11e9-9eb0-e7766f5ef7bc	2.032886125333387
45.410000000000004	45.39			45.4	45.4	45.4	2020-08-28	17:15	EUR			REC	REC	MTAA	45.400000000000006				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa24d8c-1f2a-11e9-a2d0-b3645e528b7a	45.400000000000006
